Spot	GeneSymbolHGNC	sixHours	twelveHours	twentyFourHours
A_23_P100344	ORC6	7.716838964423343	1.979869144552868	6.796664882139543
A_23_P100355	PPP4C	-2.16589711786656	-0.2126033980727915	3.5677507739090273
A_23_P100386	IL34	2.478158358785972	-0.2258911104523405	-0.14948676426993135
A_23_P100392	ELOB	-4.544397633805912	-4.9363851490026205	-4.321828451448458
A_23_P100408	0	2.8834335863622305	2.1924725426256595	3.1657974744276562
A_23_P100413	0	-1.348702806524269	-1.5413746360277365	0.6976048999263461
A_23_P100420	ZCCHC14	-7.872969584883049	-8.540677131955409	-8.254991315795095
A_23_P100441	FAM192A	-2.7870976716104967	-2.986413357303739	-3.125934337289008
A_23_P100455	MTHFSD	-3.0561738472963733	-0.4517822209046814	1.318805453670283
A_23_P100469	0	6.6106369088258505	6.743514032621346	5.574195343220994
A_23_P100478	0	-1.1327774803565904	-2.1326778369176864	0.5879812727950628
A_23_P100486	VKORC1	-5.464571716089711	-3.620901623427225	-0.9367837227582362
A_23_P100499	ROGDI	3.5511411334345904	1.4749360741299893	4.202239040032514
A_23_P100501	HMOX2	-3.5179218524857165	-3.109324696814571	0.19599375759835463
A_23_P100517	TMEM170A	0.3222270252040738	6.268478315052453	6.7501578888111204
A_23_P100522	0	1.5546623484072855	0.5979470570797242	-5.022755279469692
A_23_P100539	ABCC6	3.534531492960153	-5.610736552264755	-5.806730309863109
A_23_P100556	0	-0.90688636990425	0.11626748332105802	3.155831690142995
A_23_P100576	0	0.11958941141594508	0.8769890170502639	2.4980899273552963
A_23_P100583	LPO	-0.34215859377339863	-0.44846029280979377	-3.620901623427225
A_23_P100595	0	1.3619905189038184	-2.551240776873494	-3.4680929310624067
A_23_P10060	0	7.623824977766497	-3.4149420815442078	-2.4117197968882254
A_23_P100602	TBCD	-1.6642859755385686	-3.3053184544129257	-2.4681925745013107
A_23_P10062	0	-0.3355147375836236	-0.44513836471490675	-6.540876418833216
A_23_P100632	JPT1	-3.2355579644202908	-4.663987045221856	1.3719563031884807
A_23_P100642	PNMT	5.095837697557214	0.6743514032621347	-3.355147375836236
A_23_P100654	ZBTB4	-11.161678398821538	-9.882736082289902	-9.314686378064165
A_23_P100660	SERPINF1	-1.5081553550788631	-2.3220277383262657	-1.7307245374363163
A_23_P100676	SMG6	-3.594326198668126	-2.574494273537706	-2.278842673092731
A_23_P100693	0	-10.523868204603165	-3.4680929310624062	-3.763744531507381
A_23_P100704	MAPK7	-0.22921303854722797	0.6876391156416837	1.0630169903639561
A_23_P100711	PMP22	0.25578846330632676	-3.0030229977781766	-5.544297990367009
A_23_P100730	SKAP1	1.1826064017799007	0.019931568569323342	-3.208982539661191
A_23_P100754	0	0.24914460711655279	-3.3518254477413483	1.803806955523838
A_23_P100764	SLC25A39	-1.903464798370459	-1.265654604152085	0.9832907160866593
A_23_P10077	PNPLA2	1.7838753869545132	-1.4084975122322414	-1.5114772831737502
A_23_P100779	0	0.39863137138648314	-0.8803109451451508	1.9532937197937694
A_23_P100788	0	4.770288744258251	4.836727306156	4.461349431433728
A_23_P100795	STAT3	2.9365844358804285	3.8069295967409174	2.325349666421154
A_23_P100802	0	-2.9199747954059916	-2.6741521163843265	-1.504833426983975
A_23_P10081	ARL13B	7.524167134919875	1.099558199407717	-0.25911039140121533
A_23_P100868	MYO19	0.2890077442552002	-0.8404478080065027	0.5348304232768655
A_23_P100872	0	0.27239810378076373	-2.5778162016325927	-0.186027973313692
A_23_P100883	SUZ12	0.4119190837660329	3.7172375381789586	-1.0696608465537307
A_23_P10091	0	-13.214629961461926	-18.390193933296437	-15.456931425510897
A_23_P100912	GIT1	3.860080446259115	0.34215859377339825	-4.703850182360505
A_23_P100931	0	-0.21592532616767862	0.14616483617504386	0.4218848680506952
A_23_P100935	0	2.5379530644939448	-2.145965549297236	0.7142145404007827
A_23_P100959	0	3.474736787252181	0.9135302260940252	3.285386885843602
A_23_P100963	SPNS3	2.1658971178665603	1.345380878429382	-0.3654120904376109
A_23_P100990	0	0.8404478080065027	3.0262764944423872	0.10630169903639569
A_23_P100991	KRT38	-0.8404478080065027	3.870046230543777	0.7208583965905575
A_23_P101007	0	2.4416171497422114	-2.3951101564137884	0.9068863699042499
A_23_P101013	TMC6	-2.232335679764308	-1.1527090489259146	-2.8601800896980194
A_23_P101025	0	1.1992160422543379	0.6942829718314586	1.7207587531516537
A_23_P101038	KRTAP9-3	-0.35544630615294787	0.651097906597923	0.561405848035964
A_23_P101048	KRTAP3-2	-4.228814464791612	0.6278444099337114	-2.9498721482599777
A_23_P101054	KRT34	-0.6477759785030358	0.9135302260940247	0.36541209043760997
A_23_P101073	OR1E1	-1.5280869236481864	-1.979869144552868	-0.2790419599705386
A_23_P101084	SPATA22	-0.6876391156416841	0.8935986575247002	0.06311663380285988
A_23_P101093	COPZ2	1.601169341735709	-1.9200744388448954	-2.637610907340566
A_23_P101111	CTDP1	0.574693560415514	0.40527522757625883	0.18934990140857952
A_23_P101121	0	-4.926419364717958	-3.7670664596022685	-3.8800120148284383
A_23_P101131	GRP	-0.03986313713864852	0.24914460711655229	4.537753777616137
A_23_P101141	0	4.561007274280348	-1.441716793181116	-9.929243075618325
A_23_P101185	NARS	-5.770189100819349	-4.248746033360936	-1.3952097998526929
A_23_P101193	0	7.965983571539895	0.8935986575247004	12.889081008162966
A_23_P101208	CYB5A	-0.32554895329896194	3.1757632587123177	0.49164535804333
A_23_P10121	SFRP1	3.4049762972595463	-0.26243231949610174	-5.4479620756152745
A_23_P101237	C18orf21	0.9201740822837992	-0.680995259451909	0.6079128413643871
A_23_P101240	0	6.075806485548987	0.4551041489995688	-7.3680365144601705
A_23_P101246	VSIG10L	2.627645123055905	-0.1461648361750442	-1.9067867264653455
A_23_P101253	0	2.737268750187186	-0.7806531022985297	0.9766468598968846
A_23_P101258	0	3.1824071149020936	0.09965784284662176	2.298774241662054
A_23_P10127	0	1.9200744388448954	0.3720559466273847	1.0497292779844065
A_23_P101272	0	0.44846029280979394	-2.245623392143857	-2.617679338771241
A_23_P101281	ZNF587	-0.30229545663475	-0.03654120904375993	-9.527289776136955
A_23_P101297	EML2	4.0527522757625825	1.4516825774657776	-0.2790419599705386
A_23_P101303	0	-3.8301830934051293	-1.6244228383999204	-6.81327452261398
A_23_P101308	0	-3.43819557820842	-0.16941833283925514	-7.344783017795958
A_23_P101319	ZNF285	-3.0129887820628376	-5.461249787994824	-6.620602693110513
A_23_P101321	0	2.1592532616767866	-0.07972627427729681	0.9600372194224482
A_23_P101332	KRI1	-1.0397634936997444	-1.189250257969676	-3.72720332246362
A_23_P101342	ATG4D;MIR1238	-0.4384945085251318	-0.6145566975541623	0.19599375759835408
A_23_P10135	NKIRAS2	0.4351725804302444	0.009965784284662108	0.8271600956269531
A_23_P101351	ZNF426	-1.7739096026698515	0.4717137894740059	-4.066039988142132
A_23_P101374	CYP2S1	-0.438494508525132	-4.680596685696293	-1.8237385240931623
A_23_P101380	B3GNT8	-6.328273020760426	-2.35524701927514	-3.5843604143834633
A_23_P101392	TMEM38A	-0.9135302260940243	-0.9567152913275605	-6.135601191256958
A_23_P1014	LINC00467	-1.597847413640821	1.3686343750935939	-0.12955519570060753
A_23_P101407	C3	-1.348702806524268	-6.0226556360307875	-12.125037546338872
A_23_P101427	0	3.537853421055041	-2.1924725426256595	-1.2988738851009587
A_23_P101434	NLRP12	3.2853868858435997	0.910208297999136	-0.11626748332105823
A_23_P101461	CCDC130	1.468292217940214	-1.0264757813201952	1.521443067458412
A_23_P101476	ZNF442	1.890177085990909	2.0762050593046015	2.906687083026442
A_23_P101480	MAST1	2.733946822092299	-3.657442832470985	-2.425007509267774
A_23_P101505	KLK11	-0.5846593447001759	-0.08969205856195855	0.7241803246854449
A_23_P101516	KCNC3	-2.6874398287638765	-1.1626748332105767	0.5514400637513024
A_23_P101521	IZUMO2	-0.6909610437365712	-0.48167957375866766	-4.644055476652532
A_23_P101532	RPS11	-2.0894927716841507	-1.4815799303197636	-2.4449390778370987
A_23_P101551	BCAT2	-1.9101086545602333	-2.8734678020775686	-2.079526987399489
A_23_P10156	CHMP6	-0.4318506523353567	-0.9666810756122224	0.5248646389922033
A_23_P101564	FGF21	-0.5481181356564149	-0.37537787472227185	3.5378534210550407
A_23_P101573	0	-0.5248646389922031	3.511277996295942	10.640135687924221
A_23_P101615	ZNF565	0.4683918613791181	0.4584260770944558	1.2988738851009582
A_23_P101623	0	3.8634023743540022	-3.7404910348431697	2.7704880311360602
A_23_P101636	0	1.584559701261272	0.11626748332105802	1.491545714604426
A_23_P101642	PTPRH	2.4083978687933376	-0.003321928094887425	-3.4548052186828566
A_23_P101655	ACTN4	1.3287712379549443	0.886954801334926	-0.7142145404007832
A_23_P101671	ATCAY	-0.48500150185355484	-0.29897352853986253	0.524864638992203
A_23_P101683	CLC	2.9797695011139633	-1.195894114159451	-17.762349523362726
A_23_P101699	HDGFL2	-0.8072285270576287	-5.580839199410769	1.7174368250567664
A_23_P101707	PLIN3	-1.9865130007426426	-2.803707312084934	-1.6742517598232307
A_23_P10172	PRSS50	2.8933993706468923	0.6079128413643873	0.6145566975541619
A_23_P101737	DOT1L	3.3750789444055602	2.6143574106763543	0.9766468598968846
A_23_P101742	MRPL54	-2.8402485211286947	0.1328771237954946	2.4416171497422114
A_23_P101759	0	1.2058598984441125	-1.5978474136408212	-1.3918878717578052
A_23_P101761	0	4.35836966049222	-1.6709298317283436	-6.836528019278193
A_23_P101774	SLC5A5	0.20928146997790356	-4.188951327652965	4.10590312528078
A_23_P101783	0	5.813374166052884	0.046506993328423014	0.827160095626953
A_23_P101796	SYDE1	2.4582267902166484	1.7572999621954144	-4.667308973316744
A_23_P101806	0	5.756901388439799	6.6870412550082605	5.115769266126538
A_23_P101811	ZNF14	1.7838753869545136	-0.5879812727950628	-1.9599375759835438
A_23_P10182	ACOX2	-2.554562704968381	-5.63066812083408	-2.750556462566736
A_23_P101829	LPAR2	3.1757632587123186	-0.4451383647149061	-1.1992160422543372
A_23_P101871	FBXO17	-0.8769890170502637	-0.807228527057629	3.737169106748282
A_23_P101893	0	1.2656546041520857	-2.4050759406984503	-3.0395642068219364
A_23_P101905	APC2	3.9099093676824253	2.89672129874178	0.5647277761308513
A_23_P101908	0	2.893399370646893	2.9764475730190765	1.265654604152085
A_23_P10194	SEZ6L2	-0.9102082979991375	-2.6874398287638757	-1.8868551578960218
A_23_P101943	0	-6.378101942183736	-3.115968553004346	0.5780154885104011
A_23_P101950	MDH1	-2.35524701927514	-4.59754848332411	-4.258711817645599
A_23_P101960	ZFP36L2	-11.932365716835406	-12.36753829726565	-12.520346989630468
A_23_P101972	CAPN13	3.7238813943687328	5.271899886586244	-5.85655923128642
A_23_P101992	MARCO	-0.3454805218682859	2.7937415278002717	-4.271999530025147
A_23_P102000	CXCR4	-7.487625925876115	-7.471016285401678	-14.121516331366177
A_23_P102017	ERMN	0.6776733313570218	-7.630468833956272	-3.630867407711887
A_23_P102037	COQ10B	7.560708343963636	2.112746268348362	3.7537787472227193
A_23_P102058	MATN3	0.029897352853986255	-0.6809952594519093	0.385343659006934
A_23_P10206	HAS2	5.992758283176801	8.181908897707574	12.02537970349225
A_23_P102060	SSFA2	-3.3119623106027003	-1.541374636027736	2.900043226836667
A_23_P102071	0	5.145666618980525	3.0262764944423863	3.2156263958509665
A_23_P102083	BOLL	0.48167957375866766	-0.26907617568587644	0.25246653521143964
A_23_P102109	TUBA4B	0.009965784284660835	-0.3853436590069343	-0.033219280948872984
A_23_P10211	0	-4.660665117126969	-0.6643856189774722	1.0231538532253077
A_23_P102113	0	5.883134656045519	0.00996578428466179	-1.189250257969676
A_23_P102117	WNT10A	-0.7706873180138679	1.770587674574964	0.42852872424046984
A_23_P102122	ARPC2	-4.079327700521681	-0.5813374166052883	-1.5214430674584118
A_23_P102160	0	-3.8634023743540027	-7.806531022985301	-4.624123908083209
A_23_P102172	CPO	-0.3620901623427224	0.24914460711655229	0.006643856189774814
A_23_P102183	0	5.344982304673765	4.770288744258252	4.059396131952356
A_23_P102192	0	10.782978596004378	5.451284003710161	1.5380527079328485
A_23_P102202	MSH6	-1.577915845071497	-2.152609405487011	-0.6710294751672476
A_23_P102235	SNRPG	1.5181211393635246	2.2522672483336312	2.086170843589264
A_23_P102242	MARCH7	4.09261541290123	2.929940579690654	8.268279028174645
A_23_P102258	MRPL53;CCDC142	-1.0032222846559833	-0.30229545663475	-0.9301398665684616
A_23_P102262	MRPL19	-2.5080557116399587	-1.0198319251304204	4.531109921426362
A_23_P102278	0	-0.26907617568587644	0.2823638880654256	0.4717137894740054
A_23_P102286	LHCGR	-0.19267182950346715	-1.01983192513042	-2.2589111045234063
A_23_P10232	BANK1	8.886157653823695	2.976447573019077	2.893399370646893
A_23_P102320	NUP35	-0.21592532616767843	-1.720758753151654	-1.8004850274289506
A_23_P102331	SCN7A	2.3618908754649146	6.7800552416651065	0.4285287242404696
A_23_P102351	CHST10	4.348403876207557	-2.318705810231379	8.763246314312862
A_23_P102364	NGEF	7.40457772350393	4.0361426352881455	-11.829385945893897
A_23_P102391	SLC40A1	-11.939009573025182	-13.384048294301182	-14.25771538325656
A_23_P102404	CCT7	-1.3985317279475795	2.3751785878444642	3.531209564865266
A_23_P102412	PLEKHA3	3.6474770481863237	0.21592532616767837	-0.9533933632326729
A_23_P102420	CCT4	2.172540974056335	1.3487028065242688	2.0629173469250524
A_23_P102439	0	3.414942081544208	1.5646281326919478	3.255489532989615
A_23_P102454	0	8.32475180578773	5.653921617498291	7.869647656788161
A_23_P102462	FBLN7	2.72065910971275	3.3219280948873626	2.7472345344718496
A_23_P102471	MSH2	-4.159053974798978	-4.185629399558077	-0.5447962075615276
A_23_P102481	0	-5.285187598965794	4.032820707193258	0.5281865670870913
A_23_P102494	0	-4.680596685696294	-0.7706873180138679	-0.8670232327656012
A_23_P102508	SLC5A6	1.365312446998706	0.9600372194224475	1.5745939169766097
A_23_P102517	PDE6D	-1.3354150941447198	0.5614058480359643	2.322027738326266
A_23_P102523	0	5.23868060563737	0.34215859377339825	-3.999601426244385
A_23_P102542	AFTPH	-1.3221273817651702	0.20263761378812917	-2.1592532616767857
A_23_P102551	0	0.27572003187565125	-0.4451383647149066	0.4152410118609205
A_23_P102571	SLC2A4RG	-3.2654553172742777	-2.498089927355297	-1.763943818385189
A_23_P102575	0	-2.8635020177929067	-0.8072285270576287	0.9234960103786871
A_23_P102582	C20orf24	1.3553466627140438	-0.7573996056343186	5.298475311345343
A_23_P102607	CHD6	0.8736670889553766	1.3487028065242692	3.0462080630117114
A_23_P102611	WISP2	-2.627645123055904	-3.162475546332769	1.5081553550788627
A_23_P102622	0	4.707172110455392	-0.3056173847296373	1.8303823802829364
A_23_P102634	WFDC6	1.7838753869545134	-0.405275227576258	0.9766468598968846
A_23_P102681	LINC01711	5.361591945148203	-1.5314088517430737	4.255389889550711
A_23_P102694	DEFB129	1.0297977094150823	-0.504933070422879	-0.6212005537439368
A_23_P102706	SNPH	2.9664817887344155	1.7739096026698509	1.866923589326697
A_23_P102731	SMOX	2.684117900668989	-3.4614490748726316	-5.328372664199329
A_23_P102743	0	6.9029665811759395	3.0030229977781757	7.9892370682041065
A_23_P102759	0	-3.747134891032945	1.072982774648618	9.205062750932882
A_23_P102769	0	-2.65754247590989	-1.1992160422543379	-3.5511411334345904
A_23_P102770	NAA20	-1.4981895707942003	-3.019632638252612	-4.248746033360937
A_23_P102816	0	10.254792028917288	1.86360166123181	-1.3320931660498325
A_23_P102832	CEP250	-2.1393216931074615	-2.989735285398626	-1.744012249815865
A_23_P102842	NFS1	-4.683918613791181	-4.21884868050695	-4.943029005192395
A_23_P102864	TMPRSS15	-0.12623326760571968	0.03654120904376105	2.2522672483336317
A_23_P102876	CCT8	1.046407349889519	1.614457054115258	1.767265746480077
A_23_P102884	0	0.6677075470723597	-2.3984320845086757	0.029897352853986255
A_23_P102890	MRPS6	0.49164535804333	-0.4517822209046812	5.487825212753923
A_23_P1029	MFAP2	0.43185065233535724	-0.1295551957006072	-7.0424875611612086
A_23_P10291	CTSE	-0.0564727776130851	2.723981037807637	2.2821646011876178
A_23_P102917	0	-0.09301398665684621	0.42852872424046984	0.4185629399558077
A_23_P102919	B3GALT5	-0.5381523513717528	-2.807029240179821	0.5315084951819778
A_23_P102925	PWP2	-1.7174368250567666	0.44181643662001935	1.6742517598232303
A_23_P102937	SUMO3	-6.6272465493002874	-2.7638441749462856	-3.6939840415147467
A_23_P102950	0	-5.657243545593178	-5.1224131223163125	-12.52034698963047
A_23_P102965	BCL2L13	3.228914108230516	4.431452078579741	5.60409269607498
A_23_P102973	0	1.0862704870281676	0.0863701304670713	1.1062020555974914
A_23_P102988	TXNRD2	4.365013516681994	-3.341859663456687	3.5046341401061674
A_23_P102994	0	-2.843570449223583	-3.069461559675923	-1.9699033602682055
A_23_P103011	RAB36	2.7538783906616238	1.0796266308383928	2.9531940763548654
A_23_P103034	CRYBA4	-0.7872969584883047	-0.31558316901429945	-2.3585689473700273
A_23_P103041	0	2.0562734907352773	-4.730425607119604	-5.4014550822868515
A_23_P10305	CTPS2	-3.3086403825078126	-2.199116398815434	8.128758048189377
A_23_P103062	0	-2.4349732935524364	-0.8603793765758269	1.9865130007426426
A_23_P103070	YWHAH	-5.952895146038153	-3.873368158638664	0.7308241808752197
A_23_P103084	0	0.6544198346928105	-0.15613062045970574	-2.5180214959246205
A_23_P103099	RBFOX2	0.14284290808015654	-1.0231538532253077	4.757001031878703
A_23_P103104	MFNG	-6.025977564125676	-4.879912371389535	-5.019433351374804
A_23_P103110	MAFF	3.1923728991867555	3.032920350632162	3.637511263901662
A_23_P103120	0	4.620801979988321	3.488024499631731	0.9600372194224472
A_23_P103131	MIEF1	-1.156030977020802	-2.807029240179821	-3.9597382891057364
A_23_P103149	ACO2	0.6444540504081481	-1.182606401779901	-1.302195813195846
A_23_P103172	0	1.3686343750935932	0.7009268280212329	0.7706873180138681
A_23_P103180	0	-0.26907617568587605	0.3953094432915962	1.3719563031884807
A_23_P103201	0	3.8401488776897907	3.5843604143834638	3.943128648631299
A_23_P103226	FAAH	6.550842203117878	-2.4980899273552963	0.6045909132694998
A_23_P103232	0	-6.647178117869613	-10.507258564128728	-6.613958836920738
A_23_P103248	0	-7.198618181620914	-2.262233032618294	0.6411321223132611
A_23_P103256	CFHR3	7.155433116387378	4.461349431433728	10.058798271318933
A_23_P103269	0	5.032721063754354	-1.5081553550788631	-5.8067303098631085
A_23_P103276	KTI12	1.9865130007426426	-0.2956516004449752	2.913330939216217
A_23_P103282	TMEM59	-1.1261336241668152	-0.0066438561897746865	-1.7871973150494012
A_23_P103310	S100A7	-0.17606218902903037	1.4417167931811152	1.2590107479623103
A_23_P103315	0	0.9301398665684615	-1.0696608465537307	-3.5976481267630134
A_23_P103328	PTGER3	-0.5879812727950632	0.5813374166052883	0.6112347694592746
A_23_P103334	0	-9.61033797850914	0.8437697361013907	2.172540974056335
A_23_P103349	OCLM	-1.295551957006071	0.2690761756858763	13.433877215724493
A_23_P103361	LCK	2.7870976716104954	-0.7640434618240934	-4.265355673835373
A_23_P103371	AZIN2	5.099159625652101	0.8072285270576289	6.520944850263892
A_23_P103398	PSEN2	-0.9733249318019962	0.5680497042257392	0.06643856189774736
A_23_P103405	0	-3.5843604143834638	-0.1162674833210577	-1.1626748332105772
A_23_P103414	YTHDF2	0.9600372194224476	1.0264757813201943	0.43185065233535724
A_23_P103424	RGS8	-0.8902767294298132	-0.5647277761308516	4.531109921426363
A_23_P103433	OSCP1;SNORA63C	-0.009965784284662344	-3.5345314929601535	-7.318207593036859
A_23_P103442	MEAF6	-3.660764760565873	-2.893399370646893	-0.5746935604155137
A_23_P103454	0	-1.860279733136923	-1.4516825774657771	-4.700528254265618
A_23_P103465	PLA2G5	6.564129915497428	0.6079128413643875	0.24914460711655229
A_23_P103476	UBIAD1	-1.4682922179402143	-0.4384945085251318	1.0862704870281679
A_23_P103486	CYP2J2	14.493572277993563	12.410723362499185	7.35474880208062
A_23_P103496	0	9.952496572282538	16.207687174955442	19.596053831740548
A_23_P103503	MDM4	-2.637610907340566	2.8236388806542583	5.833305734622209
A_23_P103511	0	-1.5114772831737493	-2.8203169525593705	-8.122114191999602
A_23_P103522	0	5.9263197212790555	2.5445969206837193	-0.6809952594519095
A_23_P103532	GPR161	7.597249553007398	-1.0663389184588432	-0.9567152913275605
A_23_P10356	0	-7.371358442555057	-3.8766900867335514	-2.3286715945160412
A_23_P103561	0	0.6444540504081481	-0.1461648361750442	-0.10962362713128276
A_23_P103571	0	1.7373683936260906	1.9001428702755712	0.3056173847296373
A_23_P103588	HMGCS2	0.571371632320626	1.9400060074142198	-3.6640866886607606
A_23_P103601	MAN1C1	2.03966385026084	-1.7340464655312031	-3.474736787252181
A_23_P103617	ANXA9	-5.740291747965362	-7.407899651598818	-9.61033797850914
A_23_P103628	HEATR1	-0.8836328732400385	0.9533933632326728	3.5046341401061674
A_23_P103631	EBNA1BP2	-3.2023386834714174	-2.325349666421154	-2.9598379325446396
A_23_P103661	YY1AP1	-0.2391788228318899	4.996179854710594	3.179085186807206
A_23_P103672	NES	-1.9566156478886565	-4.916453580433297	-2.7239810378076372
A_23_P103690	FAM189B	4.039464563383032	1.5978474136408214	3.6973059696096344
A_23_P103698	0	-3.285386885843601	-3.50131221201128	-2.2290137516694197
A_23_P103703	HSPB7	4.58426077094456	-0.26575424759098903	-7.517523278730102
A_23_P103720	AGMAT	4.178985543368302	7.298276024467535	-1.7539780341005273
A_23_P10374	R3HDM2	-2.3751785878444642	-0.3853436590069336	-2.773809959230948
A_23_P103743	0	2.2854865292825055	-0.08969205856195872	-5.7270040355858125
A_23_P103756	OVGP1	-3.591004270573239	-4.0693619162370185	-5.507756781323247
A_23_P103765	FCER1A	4.178985543368301	-2.0197322816915166	-13.188054536702827
A_23_P103775	LRRC8C	1.428429080801566	-3.1724413306174313	5.8665250155710815
A_23_P103787	0	-11.360994084514779	0.7441118932547697	-0.3919875151967099
A_23_P103795	0	0.22256918235745302	0.1727402609341427	-0.09965784284662092
A_23_P1038	0	0.20263761378812917	-0.28236388806542573	3.6906621134198594
A_23_P103803	FCRL3	8.158655401043362	0.6411321223132611	0.13619905189038248
A_23_P103812	BRINP3	0.890276729429813	2.0762050593046015	-0.1627744766494808
A_23_P103824	0	-0.42188486805069503	1.182606401779901	0.24914460711655229
A_23_P103837	UBAP2L	0.09633591475173357	-0.5315084951819784	-2.4349732935524364
A_23_P10385	DTL	3.8202173091204665	6.258512530767791	-2.1426436212023487
A_23_P103864	TTC13	-4.680596685696294	-3.9730260014852856	-1.3354150941447198
A_23_P103877	LRRC38	10.679998825062869	13.948776070432034	18.895127003719317
A_23_P103885	0	-2.876789730172456	-1.9333621512244448	0.4883234299484418
A_23_P103897	SPATA1	1.3154835255753956	4.9064877961486335	1.1128459117872664
A_23_P103905	UFC1	-2.5279872802092833	-1.5413746360277365	-0.6344882661234861
A_23_P10391	0	-1.2224695389185496	-0.813872383247404	-4.335116163828008
A_23_P103919	B4GALT3	-2.415041724983112	-0.6577417627876978	-1.0962362713128293
A_23_P103923	0	4.341760020017782	4.952994789477058	6.016011779841013
A_23_P103932	FGR	7.095638410679406	1.8934990140857964	-4.384945085251318
A_23_P103942	0	-2.53130920830417	-0.9999003565610961	-0.3986313713864835
A_23_P103951	0	4.255389889550711	1.9499717916988824	-1.9366840793193327
A_23_P103968	0	-3.1192904810992332	-4.6573431890320816	-1.6111351260203708
A_23_P103971	CYP4Z1	-2.0263761378812912	0.9866126441815465	10.048832487034272
A_23_P103981	0	7.238481318759562	4.102581197185892	3.9663821452955106
A_23_P103996	0	4.730425607119604	5.673853186067616	7.975949355824556
A_23_P10401	0	-0.35212437805805985	-0.7441118932547697	0.5182207828024288
A_23_P104012	0	5.208783252783384	-0.11294555522617006	-0.07640434618240978
A_23_P104022	0	-0.6411321223132611	-1.3752782312833678	-1.1028801275026041
A_23_P104025	TSEN15	-0.900242513714475	2.3519250911802523	-0.40859715567114563
A_23_P104046	BPNT1	-2.3353154507058154	-1.9400060074142198	-5.182207828024285
A_23_P104054	SUCO	2.913330939216217	1.7805534588596261	2.2290137516694197
A_23_P104065	0	-2.491446071165522	0.8803109451451507	4.095937340996118
A_23_P104073	S100A3	1.790519243144289	5.022755279469692	-2.258911104523407
A_23_P104086	0	3.813573452930692	-0.18270604521880554	-1.5446965641226238
A_23_P104098	SYT2	6.105703838402972	-4.388267013346206	-0.37869980281715954
A_23_P104109	RPS6KC1	4.178985543368302	4.185629399558077	7.218549750190239
A_23_P104116	RBM8A;RBM8B	4.3783012290615435	3.5611069177192527	2.587781985917255
A_23_P104138	0	-3.969704073390398	-4.597548483324109	0.6444540504081483
A_23_P104146	ZMYM4	-2.149287477392124	0.9301398665684617	3.7238813943687332
A_23_P104151	TMEM69	-2.3519250911802527	1.6875394722027803	2.2522672483336317
A_23_P104188	ELF3	9.327974090443712	1.3786001593782549	4.046108419572807
A_23_P104193	0	0.524864638992203	-0.348802449963173	7.308241808752197
A_23_P104199	ITGB1	3.0561738472963733	-0.06976048999263448	8.534033275765635
A_23_P104201	YME1L1	4.7204598228349415	4.188951327652964	2.3984320845086753
A_23_P104224	A1CF	0.5647277761308516	1.5978474136408214	10.171743826545104
A_23_P104237	0	-0.29897352853986253	-2.4881241430706345	-1.0131880689406454
A_23_P104252	0	-0.6178786256490494	-0.8039065989627417	0.7706873180138681
A_23_P104275	0	-0.49496728613821694	-4.002923354339272	0.7740092461087553
A_23_P104282	0	0.6411321223132611	0.2126033980727914	5.5542637746516705
A_23_P104295	0	5.039364919944128	0.6444540504081481	-1.4051755841373543
