plate,position,well,Z-score R1: normalized_r1_ch1,Z-score R2: normalized_r2_ch1,Z-score R3: normalized_r3_ch1,GeneID,GeneSymbol,Median,Significance,Antibody
12,94,H10,-0.851,0.13,0.637,siControl,siControl,0.13,0,L243
12,48,D12,-0.83,0.13,0.637,wt,wt,0.13,0,L243
12,11,A11,-0.766,0.13,0.637,siControl,siControl,0.13,0,L243
12,22,B10,-0.695,0.13,0.637,wt,wt,0.13,0,L243
12,23,B11,-0.688,0.13,0.637,wt,wt,0.13,0,L243
12,36,C12,-0.66,0.13,0.637,wt,wt,0.13,0,L243
12,34,C10,-0.646,0.13,0.637,wt,wt,0.13,0,L243
12,47,D11,-0.632,0.13,0.637,wt,wt,0.13,0,L243
12,84,G12,-0.598,0.13,0.637,wt,wt,0.13,0,L243
12,35,C11,-0.591,0.13,0.637,wt,wt,0.13,0,L243
12,95,H11,-0.536,0.13,0.637,wt,wt,0.13,0,L243
12,83,G11,-0.508,0.13,0.637,wt,wt,0.13,0,L243
12,46,D10,-0.495,0.13,0.637,wt,wt,0.13,0,L243
12,59,E11,-0.461,0.13,0.637,wt,wt,0.13,0,L243
12,82,G10,-0.434,0.13,0.637,wt,wt,0.13,0,L243
12,60,E12,-0.421,0.13,0.637,wt,wt,0.13,0,L243
12,58,E10,-0.242,0.13,0.637,wt,wt,0.13,0,L243
12,71,F11,-0.242,0.13,0.637,wt,wt,0.13,0,L243
12,70,F10,0.037,0.13,0.637,wt,wt,0.13,0,L243
11,12,A12,-1.541,0.27,0.637,XM_378358,LOC400041,0.27,0,L243
6,62,F02,-0.56,-0.468,0.645,wt,wt,-0.468,0,L243
11,15,B03,-0.865,0.088,0.646,NM_201402,DUB3,0.088,0,L243
8,45,D09,-0.061,0.876,0.646,NM_207405,FLJ46481,0.646,0,L243
2,96,H12,0.693,-0.201,0.653,NM_018433,JMJD1A,0.653,0,L243
6,26,C02,-0.968,-0.193,0.656,wt,wt,-0.193,0,L243
3,51,E03,-0.197,0.349,0.673,NM_018561,USP49,0.349,0,L243
6,86,H02,-0.354,-0.297,0.678,wt,wt,-0.297,0,L243
12,62,F02,-0.646,0.613,0.689,wt,wt,0.613,0,L243
4,28,C04,0.028,NA,0.694,NM_147156,TMEM23,0.361,0,L243
7,60,E12,0.062,0.468,0.696,NM_001001691,FLJ44790,0.468,0,L243
5,90,H06,0.461,0.392,0.701,NM_032783,FLJ14431,0.461,0,L243
4,20,B08,0.448,0.618,0.71,NM_175900,FLJ35681,0.618,0,L243
9,83,G11,-0.436,0.468,0.716,NM_016208,VPS28,0.468,0,L243
5,21,B09,-0.596,0.521,0.719,NM_005669,C5orf18,0.521,0,L243
1,93,H09,0.274,0.299,0.724,XM_378951,LOC284628,0.299,0,L243
12,26,C02,-0.674,-0.088,0.739,wt,wt,-0.088,0,L243
4,11,A11,-0.381,0.352,0.742,siControl,siControl,0.352,0,L243
3,71,F11,0.312,0.041,0.753,NM_018477,ACTR10,0.312,0,L243
2,72,F12,-0.939,0.354,0.756,NM_020773,TBC1D14,0.354,0,L243
8,3,A03,0.073,-0.091,0.77,siControl,siControl,0.073,0,L243
2,93,H09,0.539,0.567,0.778,NM_032138,KBTBD7,0.567,0,L243
7,48,D12,0.854,0.443,0.783,XM_379990,LOC402637,0.783,0,L243
8,65,F05,0.243,0.829,0.787,NM_001005286,OR6F1,0.787,0,L243
1,45,D09,-0.712,0.603,0.804,NM_152694,ZCCHC5,0.603,0,L243
1,88,H04,0.255,0.519,0.811,NM_207351,FLJ33674,0.519,0,L243
9,94,H10,0.517,0.153,0.812,siControl,siControl,0.517,0,L243
5,64,F04,-0.404,0.412,0.815,NM_003382,VIPR2,0.412,0,L243
12,41,D05,-0.461,-0.025,0.82,NM_032864,FLJ14936,-0.025,0,L243
8,95,H11,-0.699,0.783,0.831,NM_178434,LCE3C,0.783,0,L243
6,59,E11,-0.806,-0.446,0.87,NM_032137,DKFZP434N1817,-0.446,0,L243
8,4,A04,-0.412,0.245,0.9,XM_372640,LOC390734,0.245,0,L243
6,65,F05,-1.002,-0.834,0.902,XM_095991,C9ORF81,-0.834,0,L243
12,86,H02,-1.034,0.479,0.909,wt,wt,0.479,0,L243
1,35,C11,-1.698,-1.345,NA,NM_181842,ZBTB12,-1.5215,0,L243
12,8,A08,NA,-0.652,NA,NM_017521,FEV,-0.652,0,L243
5,79,G07,-0.436,-0.649,NA,NM_005301,GPR35,-0.5425,0,L243
7,41,D05,-1.163,-0.626,NA,XM_379513,LOC401396,-0.8945,0,L243
4,14,B02,-0.561,-0.373,NA,wt,wt,-0.467,0,L243
2,6,A06,-1.107,-0.165,NA,NM_024509,LRFN3,-0.636,0,L243
12,66,F06,NA,-0.004,NA,NM_031287,SF3B5,-0.004,0,L243
12,80,G08,-0.681,0.141,NA,wt,wt,-0.27,0,L243
3,93,H09,0.628,0.271,NA,NM_024031,MGC3121,0.4495,0,L243
4,43,D07,NA,0.352,NA,XM_370723,LOC387922,0.352,0,L243
5,10,A10,NA,0.412,NA,NM_007373,SHOC2,0.412,0,L243
6,12,A12,NA,0.435,NA,NM_030981,RAB1B,0.435,0,L243
10,34,C10,-0.687,0.574,NA,XM_377109,LOC401638,-0.0565,0,L243
5,6,A06,-0.612,0.675,NA,NM_003669,INE1,0.0315,0,L243
7,71,F11,0.394,0.808,NA,XM_291485,LOC343263,0.601,0,L243
12,87,H03,NA,0.827,NA,NM_012112,TPX2,0.827,0,L243
8,90,H06,-1.54,0.903,NA,NM_002475,MLC1SA,-0.3185,0,L243
8,27,C03,-1.495,NA,NA,XM_061930,LOC120237,-1.495,0,L243
8,30,C06,-0.493,NA,NA,XM_373885,LOC388735,-0.493,0,L243
9,27,C03,0.252,NA,NA,NM_130807,MOBKL2A,0.252,0,L243
10,6,A06,0.296,NA,NA,NM_144974,FLJ31846,0.296,0,L243
1,17,B05,0.464,NA,NA,NM_017880,FLJ20558,0.464,0,L243
8,89,H05,0.553,NA,NA,NM_144658,DOCK11,0.553,0,L243
2,7,A07,NA,NA,NA,NM_024540,MRPL24,#VALUE!,#VALUE!,L243
5,8,A08,NA,NA,NA,NM_003823,TNFRSF6B,#VALUE!,#VALUE!,L243
5,28,C04,NA,NA,NA,NM_002694,POLR2C,#VALUE!,#VALUE!,L243
5,32,C08,NA,NA,NA,NM_001095,ACCN2,#VALUE!,#VALUE!,L243
6,51,E03,NA,NA,NA,NM_033128,SCIN,#VALUE!,#VALUE!,L243
6,79,G07,NA,NA,NA,NM_020127,TUFT1,#VALUE!,#VALUE!,L243
7,21,B09,NA,NA,NA,XM_016113,LOC158104,#VALUE!,#VALUE!,L243
7,23,B11,NA,NA,NA,XM_294692,LOC338749,#VALUE!,#VALUE!,L243
9,12,A12,NA,NA,NA,NM_031211,LAT1-3TM,#VALUE!,#VALUE!,L243
9,23,B11,NA,NA,NA,NM_133492,ASAH3,#VALUE!,#VALUE!,L243
12,28,C04,NA,NA,NA,NM_003562,SLC25A11,#VALUE!,#VALUE!,L243
