plate,position,well,Z-score R1: normalized_r1_ch1,Z-score R2: normalized_r2_ch1,Z-score R3: normalized_r3_ch1,GeneID,GeneSymbol,Median,Significance,Antibody
6,48,D12,2,1.933,1.845,XM_034262,KIAA1727,1.933,1,CLIP
7,7,A07,3.104,2.591,1.855,NM_198534,FLJ35784,2.591,1,CLIP
4,18,B06,1.15,1.62,1.869,NM_173610,FLJ33768,1.62,1,CLIP
6,36,C12,2.026,1.297,1.873,NM_152540,SCFD2,1.873,1,CLIP
7,82,G10,2.799,1.492,1.907,NM_004981,KCNJ4,1.907,1,CLIP
8,23,B11,3.314,1.581,1.949,XM_371330,LOC388720,1.949,1,CLIP
8,21,B09,1.32,2.174,1.975,XM_373821,LOC388586,1.975,1,CLIP
8,8,A08,2.009,2.017,2.001,NM_178865,TDE2L,2.009,1,CLIP
11,48,D12,1.135,2.583,2.032,NM_133466,ZNF545,2.032,1,CLIP
5,54,E06,1.798,1.756,2.116,NM_001053,SSTR5,1.798,1,CLIP
11,36,C12,2.084,2.359,2.4,NM_194282,DKFZP686L1814,2.359,1,CLIP
8,22,B10,2.064,1.241,2.409,XM_375698,LOC400745,2.064,1,CLIP
10,8,A08,1.4,2.769,2.425,NM_130901,C15ORF16,2.425,1,CLIP
5,58,E10,2.284,2.332,2.475,NM_000865,HTR1E,2.332,1,CLIP
5,35,C11,2.855,1.675,2.684,NM_001683,ATP2B2,2.684,1,CLIP
1,96,H12,1.457,1.274,2.985,NM_174977,SEC14L4,1.457,1,CLIP
9,35,C11,3.094,3.728,3.062,XM_378675,LOC147093,3.094,1,CLIP
9,18,B06,3.588,3.821,3.254,NM_032015,RNF26,3.588,1,CLIP
11,9,A09,1.835,3.016,3.852,NM_012137,DDAH1,3.016,1,CLIP
11,6,A06,1.492,2.666,4.333,NM_019009,TOLLIP,2.666,1,CLIP
11,12,A12,3.038,4.76,5.407,XM_378358,LOC400041,4.76,1,CLIP
6,96,H12,9.028,9.495,9.036,NM_015913,TLP19,9.036,1,CLIP
10,49,E01,14.279,13.848,11.339,siDM,siDM,13.848,1,CLIP
6,1,A01,13.886,14.232,12.529,DO,DO,13.886,1,CLIP
2,49,E01,12.557,12.072,12.609,siDM,siDM,12.557,1,CLIP
7,1,A01,14.779,15.096,12.711,DO,DO,14.779,1,CLIP
2,61,F01,12.436,12.39,12.826,siDM,siDM,12.436,1,CLIP
2,1,A01,14.183,13.866,12.955,DO,DO,13.866,1,CLIP
4,49,E01,13.819,11.912,12.981,siDM,siDM,12.981,1,CLIP
4,85,H01,14.15,14.071,13.1,siDM,siDM,14.071,1,CLIP
1,49,E01,11.744,11.298,13.138,siDM,siDM,11.744,1,CLIP
2,73,G01,13.153,12.674,13.141,siDM,siDM,13.141,1,CLIP
12,1,A01,12.95,14.524,13.158,DO,DO,13.158,1,CLIP
5,85,H01,13.882,14.071,13.333,siDM,siDM,13.882,1,CLIP
3,49,E01,13.466,12.262,13.415,siDM,siDM,13.415,1,CLIP
10,1,A01,14.293,14.059,13.489,DO,DO,14.059,1,CLIP
4,61,F01,14.073,12.169,13.56,siDM,siDM,13.56,1,CLIP
5,1,A01,13.686,13.73,13.657,DO,DO,13.686,1,CLIP
6,13,B01,14.261,14.643,13.676,DO,DO,14.261,1,CLIP
4,73,G01,14.395,12.427,13.731,siDM,siDM,13.731,1,CLIP
8,1,A01,14.966,13.281,13.785,DO,DO,13.785,1,CLIP
7,61,F01,14.162,13.514,13.801,siDM,siDM,13.801,1,CLIP
3,1,A01,12.969,14.337,13.842,DO,DO,13.842,1,CLIP
8,13,B01,13.291,13.629,13.893,DO,DO,13.629,1,CLIP
6,73,G01,14.62,12.737,13.938,siDM,siDM,13.938,1,CLIP
3,73,G01,13.348,12.426,14.007,siDM,siDM,13.348,1,CLIP
6,85,H01,14.059,12.934,14.048,siDM,siDM,14.048,1,CLIP
7,13,B01,14.812,15.173,14.066,DO,DO,14.812,1,CLIP
1,61,F01,11.89,12.373,14.067,siDM,siDM,12.373,1,CLIP
6,61,F01,14.261,11.897,14.102,siDM,siDM,14.102,1,CLIP
5,61,F01,12.656,12.169,14.113,siDM,siDM,12.656,1,CLIP
3,61,F01,13.221,11.958,14.118,siDM,siDM,13.221,1,CLIP
9,85,H01,14.576,13.534,14.123,siDM,siDM,14.123,1,CLIP
8,37,D01,15.309,14.108,14.193,DO,DO,14.193,1,CLIP
1,73,G01,12.28,12.2,14.197,siDM,siDM,12.28,1,CLIP
7,85,H01,15.239,14.097,14.207,siDM,siDM,14.207,1,CLIP
5,73,G01,13.622,12.427,14.24,siDM,siDM,13.622,1,CLIP
6,49,E01,14.341,11.581,14.247,siDM,siDM,14.247,1,CLIP
4,1,A01,13.352,13.73,14.26,DO,DO,13.73,1,CLIP
7,73,G01,14.246,13.784,14.273,siDM,siDM,14.246,1,CLIP
3,85,H01,13.843,12.767,14.308,siDM,siDM,13.843,1,CLIP
7,49,E01,14.466,13.821,14.317,siDM,siDM,14.317,1,CLIP
2,13,B01,14.212,14.422,14.323,DO,DO,14.323,1,CLIP
10,85,H01,14.236,13.466,14.43,siDM,siDM,14.236,1,CLIP
9,61,F01,14.426,13.518,14.474,siDM,siDM,14.426,1,CLIP
2,25,C01,14.13,13.937,14.505,DO,DO,14.13,1,CLIP
7,25,C01,15.532,15.767,14.505,DO,DO,15.532,1,CLIP
1,85,H01,12.512,12.581,14.547,siDM,siDM,12.581,1,CLIP
7,37,D01,15.393,15.551,14.548,DO,DO,15.393,1,CLIP
5,13,B01,14.451,14.464,14.549,DO,DO,14.464,1,CLIP
6,37,D01,14.236,14.711,14.554,DO,DO,14.554,1,CLIP
8,49,E01,13.918,12.721,14.557,siDM,siDM,13.918,1,CLIP
2,37,D01,13.667,14.026,14.575,DO,DO,14.026,1,CLIP
5,37,D01,14.255,14.892,14.61,DO,DO,14.61,1,CLIP
10,13,B01,14.215,15.308,14.625,DO,DO,14.625,1,CLIP
6,25,C01,14.685,15.006,14.643,DO,DO,14.685,1,CLIP
9,73,G01,14.426,12.92,14.659,siDM,siDM,14.426,1,CLIP
5,49,E01,13.479,11.912,14.67,siDM,siDM,13.479,1,CLIP
1,1,A01,13.256,14.419,14.671,DO,DO,14.419,1,CLIP
8,73,G01,14.511,13.765,14.789,siDM,siDM,14.511,1,CLIP
4,25,C01,14.401,14.747,14.789,DO,DO,14.747,1,CLIP
9,25,C01,14.712,14.812,14.791,DO,DO,14.791,1,CLIP
8,25,C01,15.133,13.949,14.817,DO,DO,14.817,1,CLIP
10,25,C01,13.864,15.171,14.858,DO,DO,14.858,1,CLIP
9,49,E01,14.082,13.183,14.899,siDM,siDM,14.082,1,CLIP
9,13,B01,14.293,15.464,14.935,DO,DO,14.935,1,CLIP
5,25,C01,14.068,14.747,14.953,DO,DO,14.747,1,CLIP
3,25,C01,13.301,15.044,14.971,DO,DO,14.971,1,CLIP
8,61,F01,14.7,12.192,14.995,siDM,siDM,14.7,1,CLIP
4,13,B01,13.695,14.464,15.018,DO,DO,14.464,1,CLIP
4,37,D01,14.244,14.892,15.024,DO,DO,14.892,1,CLIP
10,37,D01,14.308,14.502,15.037,DO,DO,14.502,1,CLIP
3,13,B01,14.174,15.055,15.119,DO,DO,15.055,1,CLIP
9,1,A01,12.756,14.361,15.154,DO,DO,14.361,1,CLIP
12,13,B01,13.991,14.69,15.165,DO,DO,14.69,1,CLIP
9,37,D01,14.826,14.872,15.21,DO,DO,14.872,1,CLIP
10,73,G01,12.675,13.962,15.227,siDM,siDM,13.962,1,CLIP
11,1,A01,12.53,14.197,15.329,DO,DO,14.197,1,CLIP
10,61,F01,15.254,14.052,15.371,siDM,siDM,15.254,1,CLIP
3,37,D01,14.44,14.274,15.426,DO,DO,14.44,1,CLIP
12,25,C01,13.826,14.761,15.608,DO,DO,14.761,1,CLIP
12,73,G01,13.402,15.818,15.63,siDM,siDM,15.63,1,CLIP
12,37,D01,14.139,14.902,15.668,DO,DO,14.902,1,CLIP
11,49,E01,14.051,13.156,15.877,siDM,siDM,14.051,1,CLIP
12,85,H01,14.475,13.787,15.922,siDM,siDM,14.475,1,CLIP
1,13,B01,14.294,14.104,15.982,DO,DO,14.294,1,CLIP
11,61,F01,14.509,13.366,15.989,siDM,siDM,14.509,1,CLIP
1,25,C01,13.755,13.909,16.076,DO,DO,13.909,1,CLIP
1,37,D01,14.255,14.332,16.145,DO,DO,14.332,1,CLIP
11,85,H01,14.659,14.302,16.165,siDM,siDM,14.659,1,CLIP
12,49,E01,12.697,13.324,16.254,siDM,siDM,13.324,1,CLIP
11,13,B01,13.67,14.811,16.375,DO,DO,14.811,1,CLIP
12,61,F01,12.82,13.156,16.402,siDM,siDM,13.156,1,CLIP
11,37,D01,14.127,14.325,16.453,DO,DO,14.325,1,CLIP
11,73,G01,14.671,13.603,18.366,siDM,siDM,14.671,1,CLIP
4,63,F03,1.904,1.454,-0.562,XM_293396,LOC347512,1.454,1,CLIP
6,19,B07,1.478,1.27,-0.422,NM_025243,SLC19A3,1.27,1,CLIP
4,76,G04,1.585,1.285,-0.277,NM_198999,PRES,1.285,1,CLIP
4,35,C11,2,1.675,-0.214,XM_373556,LOC387898,1.675,1,CLIP
5,76,G04,1.466,1.285,-0.122,NM_003467,CXCR4,1.285,1,CLIP
6,17,B05,1.691,1.46,-0.016,NM_031288,HMGA1L4,1.46,1,CLIP
5,60,E12,1.309,1.648,0.091,NM_005272,GNAT2,1.309,1,CLIP
4,40,D04,2.142,2.23,0.121,XM_375007,LOC400093,2.142,1,CLIP
11,33,C09,1.104,1.463,0.137,NM_005594,NACA,1.104,0,CLIP
4,83,G11,2.304,1.313,0.415,XM_295007,LOC339583,1.313,1,CLIP
4,90,H06,1.856,1.141,0.473,XM_291204,LOC340228,1.141,1,CLIP
2,51,E03,1.317,1.182,0.489,NM_022090,LOC63920,1.182,1,CLIP
7,33,C09,1.429,1.255,0.499,XM_377837,LOC402170,1.255,1,CLIP
5,63,F03,1.492,1.454,0.502,NM_002240,KCNJ6,1.454,1,CLIP
5,56,E08,1.149,1.426,0.56,NM_138697,TAS1R1,1.149,1,CLIP
2,15,B03,1.135,1.496,0.57,NM_024640,FLJ23476,1.135,1,CLIP
5,23,B11,1.995,1.996,0.617,NM_002676,PMM1,1.995,1,CLIP
8,83,G11,1.642,1.525,0.635,NM_144775,SMCR8,1.525,1,CLIP
4,10,A10,1.51,2.153,0.702,NM_178525,MGC33407,1.51,1,CLIP
8,96,H12,1.35,1.72,0.724,NM_180991,SLCO4C1,1.35,1,CLIP
8,82,G10,2.518,1.937,0.754,NM_080678,NCE2,1.937,1,CLIP
7,36,C12,1.429,1.374,0.856,XM_374590,LOC392850,1.374,1,CLIP
5,40,D04,2.068,2.23,0.897,XM_290732,RNF157,2.068,1,CLIP
6,39,D03,1.821,1.325,0.959,NM_174909,MGC23909,1.325,1,CLIP
10,46,D10,2.482,1.619,0.969,XM_378052,LOC402357,1.619,1,CLIP
11,70,F10,2.457,2.775,0.975,XM_374179,LOC389422,2.457,1,CLIP
5,9,A09,1.995,1.313,1.007,NM_003849,SUCLG1,1.313,1,CLIP
3,76,G04,1.13,1.79,1.047,NM_001898,CST1,1.13,1,CLIP
7,6,A06,1.843,1.285,1.087,NM_198995,C18ORF34,1.285,1,CLIP
3,92,H08,1.498,1.268,1.104,NM_023112,OTUB2,1.268,1,CLIP
8,90,H06,-3.145,1.327,NA,NM_002475,MLC1SA,-0.909,0,CLIP
8,10,A10,1.785,1.581,NA,NM_182616,MGC61550,1.683,1,CLIP
7,39,D03,1.871,1.751,NA,XM_372035,LOC389643,1.811,1,CLIP
8,84,G12,1.7,1.802,NA,NM_205545,UNQ430,1.751,1,CLIP
7,92,H08,2.293,1.836,NA,XM_376618,LOC401356,2.0645,1,CLIP
12,5,A05,2.856,2.128,NA,NM_018155,FLJ10618,2.492,1,CLIP
10,56,E08,1.972,2.254,NA,NM_182517,MGC52423,2.113,1,CLIP
2,6,A06,2.033,2.259,NA,NM_024509,LRFN3,2.146,1,CLIP
9,92,H08,1.416,2.314,NA,NM_014402,QP-C,1.865,1,CLIP
10,47,D11,1.645,2.365,NA,XM_372328,LOC390006,2.005,1,CLIP
10,17,B05,1.554,2.583,NA,XM_374123,LOC389295,2.0685,1,CLIP
10,15,B03,2.117,2.663,NA,XM_379540,LOC157693,2.39,1,CLIP
7,78,G06,2.953,2.694,NA,NM_207477,FLJ27365,2.8235,1,CLIP
9,6,A06,2.544,2.845,NA,NM_025234,REC14,2.6945,1,CLIP
10,21,B09,1.736,3.079,NA,XM_208809,LOC283726,2.4075,1,CLIP
8,34,C10,1.556,3.482,NA,XM_298233,LOC344709,2.519,1,CLIP
11,25,C01,14.574,14.006,NA,DO,DO,14.29,1,CLIP
9,84,G12,1.533,1.021,1.191,NM_016304,C15ORF15,1.191,1,CLIP
10,48,D12,1.368,0.471,1.295,NM_032115,KCNK16,1.295,1,CLIP
10,65,F05,-10.207,0.64,1.295,NM_152266,MGC32020,0.64,0,CLIP
8,92,H08,1.169,1.006,1.328,NM_138805,FAM3D,1.169,1,CLIP
1,6,A06,1.336,0.095,1.332,NM_018090,FLJ10420,1.332,1,CLIP
8,9,A09,1.614,0.422,1.63,NM_182613,FLJ33915,1.614,1,CLIP
1,5,A05,1.312,0.486,1.779,NM_017929,PEX26,1.312,1,CLIP
1,36,C12,1.647,0.515,2.049,NM_152737,MGC33993,1.647,1,CLIP
4,8,A08,1.635,NA,2.067,XM_209073,LOC284207,1.851,1,CLIP
1,60,E12,1.189,0.945,2.075,XM_378517,MGC15885,1.189,1,CLIP
4,7,A07,1.332,0.817,2.428,NM_173626,SLC26A11,1.332,1,CLIP
11,34,C10,0.666,1.111,1.114,NM_003086,SNAPC4,1.111,0,CLIP
7,4,A04,0.367,1.892,1.115,NM_182827,FKBP9L,1.115,1,CLIP
9,36,C12,1.087,1.483,1.131,XM_085833,LOC147646,1.131,1,CLIP
5,57,E09,0.876,1.141,1.143,NM_000160,GCGR,1.141,1,CLIP
7,51,E03,0.229,1.492,1.144,XM_379847,LOC402520,1.144,1,CLIP
10,18,B06,0.128,2.254,1.148,XM_372039,LOC389651,1.148,1,CLIP
1,82,G10,0.14,2.387,1.159,XM_379594,LOC286149,1.159,1,CLIP
8,69,F09,1.047,1.327,1.188,NM_173351,OR6B3,1.188,1,CLIP
9,10,A10,0.154,1.301,1.308,NM_031443,CCM2,1.301,1,CLIP
9,7,A07,1.026,2.232,1.308,NM_031299,CDCA3,1.308,1,CLIP
8,36,C12,0.828,1.327,1.328,XM_211408,LOC284260,1.327,1,CLIP
9,83,G11,0.585,2.064,1.337,NM_016208,VPS28,1.337,1,CLIP
6,6,A06,-0.08,1.568,1.341,NM_025091,CXYORF2,1.341,1,CLIP
1,4,A04,0.251,1.328,1.361,NM_018467,MDS032,1.328,1,CLIP
7,40,D04,NA,1.892,1.368,XM_373246,LOC392208,1.63,1,CLIP
5,34,C10,1.041,1.398,1.382,NM_004318,ASPH,1.382,1,CLIP
10,22,B10,0.686,1.797,1.383,XM_060417,LOC127295,1.383,1,CLIP
1,84,G12,-0.376,1.328,1.389,NM_182600,LOC286359,1.328,1,CLIP
10,5,A05,0.515,1.589,1.412,NM_152586,USP54,1.412,1,CLIP
9,17,B05,1.087,2.148,1.424,NM_024111,MGC4504,1.424,1,CLIP
10,95,H11,0.55,1.709,1.44,NM_025155,FLJ11848,1.44,1,CLIP
9,90,H06,1.026,1.209,1.452,NM_012149,DUX5,1.209,1,CLIP
9,48,D12,0.713,1.661,1.51,NM_182482,BAGE2,1.51,1,CLIP
9,5,A05,0.745,1.923,1.623,NM_025221,KCNIP4,1.623,1,CLIP
11,28,C04,0.919,1.4,1.649,NM_025163,SMP3,1.4,1,CLIP
10,10,A10,0.753,1.529,1.668,NM_152552,SAMD3,1.529,1,CLIP
7,19,B07,1.089,2.435,1.722,NM_207447,UNQ9370,1.722,1,CLIP
5,31,C07,NA,1.398,1.769,NM_001089,ABCA3,1.5835,1,CLIP
2,19,B07,0.565,1.922,1.788,NM_024688,C10ORF68,1.788,1,CLIP
1,80,G08,0.681,3.227,1.834,NM_173680,MGC33584,1.834,1,CLIP
6,77,G05,NA,1.215,1.873,NM_003293,TPS1,1.544,1,CLIP
5,83,G11,0.931,1.313,1.894,NM_207312,LOC112714,1.313,1,CLIP
12,88,H04,0.227,2.273,1.969,NM_033050,GPR91,1.969,1,CLIP
11,7,A07,0.273,1.892,2.032,NM_001302,CORT,1.892,1,CLIP
6,21,B09,NA,2.43,2.062,NM_015885,PCF11,2.246,1,CLIP
2,36,C12,NA,1.366,2.116,NM_022779,DDX31,1.741,1,CLIP
10,7,A07,0.82,3.003,2.134,NM_173527,FLJ38964,2.134,1,CLIP
11,4,A04,0.373,1.982,2.279,NM_001302,CORT,1.982,1,CLIP
10,93,H09,NA,1.738,2.294,NM_025143,C21ORF96,2.016,1,CLIP
11,20,B08,1.012,1.209,2.52,NM_021134,MRPL23,1.209,1,CLIP
6,71,F11,NA,1.856,2.582,XM_046911,ZDHHC18,2.219,1,CLIP
6,7,A07,NA,2.924,2.607,NM_025108,FLJ13909,2.7655,1,CLIP
6,72,F12,NA,1.514,3.1,NM_012465,TLL2,2.307,1,CLIP
8,85,H01,NA,13.46,13.488,siDM,siDM,13.474,1,CLIP
2,85,H01,NA,12.088,13.54,siDM,siDM,12.814,1,CLIP
2,76,G04,1.135,-0.482,-2.338,NM_020650,RCN3,-0.482,0,CLIP
2,72,F12,-6.273,-1.791,-1.737,NM_020773,TBC1D14,-1.791,0,CLIP
6,84,G12,-9.99,-1.555,-1.44,NM_003116,SPAG4,-1.555,0,CLIP
10,63,F03,2.146,-0.46,-1.076,NM_080861,SSB3,-0.46,0,CLIP
10,62,F02,2.371,-0.236,-0.965,wt,wt,-0.236,0,CLIP
4,51,E03,1.306,0.066,-0.888,XM_375491,LOC400622,0.066,0,CLIP
3,4,A04,1.184,-0.315,-0.721,NM_015893,PRH,-0.315,0,CLIP
8,15,B03,1.409,-0.909,-0.643,NM_198495,CTAGE4,-0.643,0,CLIP
2,27,C03,-6.03,0.374,-0.455,NM_024725,FLJ23518,-0.455,0,CLIP
3,96,H12,1.103,0.214,-0.354,NM_024329,EFHD2,0.214,0,CLIP
5,12,A12,1.176,0.511,-0.308,NM_022719,DGCR14,0.511,0,CLIP
4,48,D12,2.095,0.542,-0.308,XM_373633,LOC388134,0.542,0,CLIP
5,46,D10,1.149,0.756,-0.153,NM_005201,CCR8,0.756,0,CLIP
4,71,F11,1.176,0.877,-0.091,XM_292810,LOC342970,0.877,0,CLIP
2,88,H04,1.187,0.519,-0.014,NM_019610,KAT3,0.519,0,CLIP
1,19,B07,1.189,-0.743,0.016,NM_018009,TAPBPL,0.016,0,CLIP
3,36,C12,2.832,-0.188,0.063,NM_014597,ERBP,0.063,0,CLIP
11,45,D09,1.579,0.433,0.175,NM_001386,DPYSL2,0.433,0,CLIP
3,24,B12,1.472,0.214,0.25,siControl,siControl,0.25,0,CLIP
3,5,A05,1.6,-1.588,0.311,XM_043272,JMJD3,0.311,0,CLIP
12,4,A04,1.417,0.398,0.318,NM_015691,KIAA1280,0.398,0,CLIP
9,69,F09,1.117,0.633,0.328,NM_014661,KIAA0140,0.633,0,CLIP
4,69,F09,2,0.259,0.357,XM_116036,LOC200959,0.357,0,CLIP
5,78,G06,1.203,0.936,0.357,NM_000316,PTHR1,0.936,0,CLIP
8,16,B04,2.009,-0.478,0.362,siControl,siControl,0.362,0,CLIP
8,17,B05,3.122,0.454,0.362,NM_181536,PKD1L3,0.454,0,CLIP
10,60,E12,4.957,0.471,0.377,NM_032664,FUT10,0.471,0,CLIP
2,56,E08,1.135,-0.323,0.407,NM_021224,ZNF462,0.407,0,CLIP
7,46,D10,1.398,1.042,0.407,XM_374437,LOC392670,1.042,0,CLIP
4,75,G03,1.332,-0.066,0.473,XM_374020,LOC375295,0.473,0,CLIP
2,57,E09,1.213,0.078,0.489,XM_375557,C19ORF29,0.489,0,CLIP
2,59,E11,1.865,0.633,0.516,NM_021177,LSM2,0.633,0,CLIP
3,45,D09,1.369,0.511,0.523,NM_012104,BACE1,0.523,0,CLIP
7,48,D12,1.429,0.665,0.559,XM_379990,LOC402637,0.665,0,CLIP
5,36,C12,1.492,0.995,0.56,NM_138444,KCTD12,0.995,0,CLIP
2,90,H06,1.342,0.856,0.597,NM_020131,C1ORF6,0.856,0,CLIP
1,15,B03,1.693,0.427,0.651,NM_018124,RFWD3,0.651,0,CLIP
1,48,D12,1.855,0.718,0.681,NM_153236,HIAN7,0.718,0,CLIP
3,60,E12,2.585,0.94,0.701,NM_002261,KLRC3,0.94,0,CLIP
4,15,B03,1.357,0.511,0.73,NM_173602,FLJ34278,0.73,0,CLIP
3,72,F12,2.378,0.995,0.759,NM_001867,COX7C,0.995,0,CLIP
5,43,D07,1.697,0.966,0.786,NM_000683,ADRA2C,0.966,0,CLIP
11,40,D04,1.521,1.046,0.799,XM_376756,LOC401454,1.046,0,CLIP
10,35,C11,1.615,0.805,0.816,XM_378309,LOC399951,0.816,0,CLIP
6,69,F09,1.424,0.613,0.839,NM_032266,C2ORF16,0.839,0,CLIP
4,93,H09,1.176,-0.066,0.869,XM_209889,LOC286076,0.869,0,CLIP
7,65,F05,1.152,-0.174,0.885,NM_001004053,ACTBL1,0.885,0,CLIP
6,92,H08,1.638,0.25,0.929,NM_058222,TECTB,0.929,0,CLIP
5,88,H04,1.176,0.756,0.952,NM_025077,TOE1,0.952,0,CLIP
10,58,E10,2.03,0.369,0.969,NM_052859,RFT1,0.969,0,CLIP
7,30,C06,1.697,-0.388,0.972,XM_377832,LOC402166,0.972,0,CLIP
10,59,E11,4.04,0.74,0.999,NM_178812,LYRIC,0.999,0,CLIP
4,88,H04,1.952,0.756,1.034,XM_294093,LOC346171,1.034,0,CLIP
2,78,G06,1.317,0.856,1.045,NM_020161,DKFZP547H025,1.045,0,CLIP
6,58,E10,1.177,1.018,1.108,NM_052846,EMILIN3,1.108,0,CLIP
10,64,F04,3.567,0.903,NA,NM_052997,ANKRD30A,2.235,1,CLIP
7,71,F11,1.697,1.104,NA,XM_291485,LOC343263,1.4005,1,CLIP
1,17,B05,1.312,NA,NA,NM_017880,FLJ20558,1.312,1,CLIP
8,89,H05,1.556,NA,NA,NM_144658,DOCK11,1.556,1,CLIP
10,6,A06,1.825,NA,NA,NM_144974,FLJ31846,1.825,1,CLIP
11,96,H12,1.974,NA,NA,XM_212162,LOC286080,1.974,1,CLIP
4,56,E08,-1.084,1.426,-2.63,XM_379454,LOC401284,-1.084,0,CLIP
4,57,E09,0.523,1.141,-1.541,XM_376554,LOC401285,0.523,0,CLIP
4,87,H03,-0.399,1.593,-1.365,XM_293802,LOC345378,-0.399,0,CLIP
4,58,E10,-0.621,2.332,-1.365,XM_374161,LOC389369,-0.621,0,CLIP
11,58,E10,-0.911,-7.385,-1.163,XM_293633,LOC344892,-1.163,0,CLIP
1,69,F09,-0.862,1.22,-1.13,XM_376328,FAM13A1,-0.862,0,CLIP
4,23,B11,-0.493,1.996,-1.124,NM_175854,PAN3,-0.493,0,CLIP
4,67,F07,0.495,1.227,-1.056,XM_114317,LOC200916,0.495,0,CLIP
4,31,C07,-0.367,1.398,-1.022,XM_291671,RBM20,-0.367,0,CLIP
4,65,F05,-0.274,1.944,-0.988,XM_292700,LOC342808,-0.274,0,CLIP
4,60,E12,0.856,1.648,-0.921,XM_293293,LOC347359,0.856,0,CLIP
11,57,E09,0.273,1.176,-0.906,XM_370718,LOC387914,0.273,0,CLIP
4,34,C10,0.381,1.398,-0.888,NM_207401,FLJ45717,0.381,0,CLIP
1,75,G03,-0.288,1.274,-0.84,XM_376212,LOC339862,-0.288,0,CLIP
5,67,F07,0.061,1.227,-0.822,NM_012360,OR1F1,0.061,0,CLIP
2,96,H12,0.814,-2.938,-0.791,NM_018433,JMJD1A,-0.791,0,CLIP
4,95,H11,0.495,1.199,-0.658,XM_098828,LOC157813,0.495,0,CLIP
4,33,C09,0,1.37,-0.594,NM_173593,B4GALNAC-T3,0,0,CLIP
4,77,G05,0.829,1.256,-0.466,NM_198572,MGC61633,0.829,0,CLIP
6,5,A05,0.66,1.568,-0.457,NM_025072,PTGES2,0.66,0,CLIP
11,83,G11,0.035,2.07,-0.451,NM_198085,RNF148,0.035,0,CLIP
11,69,F09,NA,-4.22,-0.41,XM_372749,LOC390975,-2.315,0,CLIP
1,77,G05,NA,1.848,-0.351,XM_379270,CSN1S2A,0.7485,0,CLIP
11,68,F08,-0.069,1.209,-0.33,siControl,siControl,-0.069,0,CLIP
6,20,B08,0.451,1.406,-0.319,NM_030645,KIAA1720,0.451,0,CLIP
7,34,C10,0.637,1.285,-0.192,XM_374735,LOC392730,0.637,0,CLIP
11,59,E11,0.306,1.369,-0.094,NM_153266,MGC33486,0.306,0,CLIP
4,53,E05,0.324,1.565,-0.091,NM_213720,C22ORF16,0.324,0,CLIP
11,77,G05,-0.21,2.359,-0.055,XM_380012,LOC402670,-0.055,0,CLIP
11,71,F11,-0.646,1.802,-0.016,NM_024661,FLJ12436,-0.016,0,CLIP
5,77,G05,-0.062,1.256,0.061,NM_000960,PTGIR,0.061,0,CLIP
5,95,H11,0.331,1.199,0.091,NM_032868,FLJ14981,0.331,0,CLIP
11,78,G06,0.762,2.387,0.099,XM_374386,LOC392617,0.762,0,CLIP
11,76,G04,0.794,3.403,0.213,XM_376587,LOC401316,0.794,0,CLIP
3,84,G12,0.256,1.401,0.25,NM_001001560,GGA1,0.256,0,CLIP
11,75,G03,0.273,1.892,0.251,NM_201589,MAFA,0.273,0,CLIP
10,76,G04,-0.091,1.468,0.28,NM_172020,POM121,0.28,0,CLIP
6,63,F03,1.064,1.297,0.309,NM_032145,FBXO30,1.064,0,CLIP
9,54,E06,0.188,1.573,0.328,NM_032298,SYT3,0.328,0,CLIP
5,89,H05,0.736,1.729,0.328,NM_032773,LRCH3,0.736,0,CLIP
1,63,F03,0.575,1.513,0.339,NM_014143,PDCD1LG1,0.575,0,CLIP
1,71,F11,0.251,2.411,0.339,NM_006064,RRAGB,0.339,0,CLIP
10,54,E06,0.952,1.19,0.345,NM_152489,MGC35130,0.952,0,CLIP
2,5,A05,1.056,1.314,0.352,NM_024508,ZBED2,1.056,0,CLIP
5,90,H06,0.594,1.141,0.357,NM_032783,FLJ14431,0.594,0,CLIP
8,66,F06,-0.211,1.327,0.393,NM_001005483,OR4K5,0.393,0,CLIP
7,3,A03,0.089,1.255,0.438,siControl,siControl,0.438,0,CLIP
5,65,F05,0.507,1.944,0.445,NM_000912,OPRK1,0.507,0,CLIP
10,45,D09,0.235,1.159,0.473,XM_379635,LOC401506,0.473,0,CLIP
8,46,D10,1.078,1.327,0.484,NM_206966,MGC23985,1.078,0,CLIP
2,32,C08,-0.476,1.287,0.516,NM_024023,UNKL,0.516,0,CLIP
8,53,E05,0.891,2.148,0.545,XM_375603,LOC400688,0.891,0,CLIP
9,39,D03,0.389,1.836,0.582,NM_199265,THSD3,0.582,0,CLIP
10,44,D08,NA,1.529,0.599,XM_372078,LOC389710,1.064,0,CLIP
12,75,G03,-1.356,4.585,0.643,NM_024711,HIAN2,0.643,0,CLIP
10,23,B11,0.411,1.559,0.662,XM_065278,LOC129521,0.662,0,CLIP
9,22,B10,0.649,1.301,0.676,NM_152385,FLJ31438,0.676,0,CLIP
1,76,G04,0.602,1.301,0.681,NM_178557,FLJ37478,0.681,0,CLIP
3,90,H06,0.69,1.16,0.701,NM_023070,LOC65243,0.701,0,CLIP
2,3,A03,0.922,1.235,0.705,siControl,siControl,0.922,0,CLIP
3,19,B07,0.432,1.348,0.73,NM_006924,SFRS1,0.73,0,CLIP
