GeneSymbol,MedianCLIP,MedianL243,selectedMedian
FLJ20245,-0.311,1.7325,1.7325
FLJ20249,-0.88,2.732,2.732
FLJ20254,-1.7345000000000002,-1.2,1.7345000000000002
FLJ20255,-1.7225000000000001,-0.712,1.7225000000000001
FLJ20257,-0.071,0.295,0.295
FLJ20259,-1.1785,-0.3485,1.1785
FLJ20265,0.519,-0.6175,0.6175
FLJ20272,1.258,0.649,1.258
FLJ20273,-0.5210000000000001,0.48300000000000004,0.5210000000000001
FLJ20277,-0.056499999999999995,-0.185,0.185
FLJ20280,0.637,0.02500000000000001,0.637
FLJ20291,0.035,-0.0765,0.0765
FLJ20294,0.523,-0.338,0.523
FLJ20296,-0.28150000000000003,-0.3885,0.3885
FLJ20297,0.3315,0.9335,0.9335
FLJ20298,1.38,0.5575,1.38
FLJ20303,0.195,-0.997,0.997
FLJ20309,0.3415,-0.787,0.787
FLJ20313,0.038500000000000006,-0.006000000000000005,0.038500000000000006
FLJ20315,0.118,-1.0074999999999998,1.0074999999999998
FLJ20321,-0.631,-1.2725,1.2725
FLJ20323,0.41800000000000004,0.8225,0.8225
FLJ20344,0.4159999999999999,-0.765,0.765
FLJ20345,0.3235,2.798,2.798
FLJ20359,-0.014000000000000002,-0.45699999999999996,0.45699999999999996
FLJ20364,-0.685,-0.185,0.685
FLJ20366,-0.3945,-0.3075,0.3945
FLJ20397,0.01200000000000001,-0.3425,0.3425
FLJ20399,-0.27649999999999997,0.5715,0.5715
FLJ20403,0.174,0.381,0.381
FLJ20406,-0.8494999999999999,-0.7104999999999999,0.8494999999999999
FLJ20422,-0.015000000000000006,-0.6805,0.6805
FLJ20433,-0.582,0.036,0.582
FLJ20436,0.291,0.969,0.969
FLJ20444,0,0.882,0.882
FLJ20449,-0.9395,-0.7070000000000001,0.9395
FLJ20457,-0.012500000000000011,0.595,0.595
FLJ20477,0.8424999999999999,0.75,0.8424999999999999
FLJ20481,-0.144,1.0775000000000001,1.0775000000000001
FLJ20485,-0.35250000000000004,0.908,0.908
FLJ20487,-0.32850000000000007,-0.9085,0.9085
FLJ20489,0.44200000000000006,1.163,1.163
FLJ20507,1.075,0.0295,1.075
FLJ20508,0.26549999999999996,0.9990000000000001,0.9990000000000001
FLJ20509,0.7015,0.194,0.7015
FLJ20512,-1.4285,-1.2069999999999999,1.4285
FLJ20514,-0.9109999999999999,-0.726,0.9109999999999999
FLJ20516,-0.4495,0.2965,0.4495
FLJ20519,-0.6859999999999999,-0.252,0.6859999999999999
FLJ20522,-0.8775,-0.053500000000000006,0.8775
FLJ20527,0.195,-0.026999999999999996,0.195
FLJ20530,-0.684,0.012499999999999997,0.684
FLJ20531,0.0805,0.503,0.503
FLJ20533,0.11750000000000002,-0.192,0.192
FLJ20534,-0.174,-0.495,0.495
FLJ20542,-0.628,1.535,1.535
FLJ20551,-1.194,-0.427,1.194
FLJ20557,-0.138,0.088,0.138
FLJ20558,3.3145,0.3725,3.3145
FLJ20580,0.8584999999999999,-0.1335,0.8584999999999999
FLJ20581,0.26,-0.073,0.26
FLJ20582,1.0365,1.6255,1.6255
FLJ20584,-0.319,-0.526,0.526
FLJ20604,0.579,0.6395,0.6395
FLJ20605,0.8594999999999999,-0.8635,0.8635
FLJ20618,1.1535000000000002,-0.5125,1.1535000000000002
FLJ20619,1.484,0.9675,1.484
FLJ20625,2.7510000000000003,-0.203,2.7510000000000003
FLJ20626,-0.277,0.575,0.575
FLJ20628,-0.3,-1.0585,1.0585
FLJ20641,0.082,0.4355,0.4355
FLJ20643,0.37,1.0905,1.0905
FLJ20647,-0.436,0.498,0.498
FLJ20668,-0.861,-0.7084999999999999,0.861
FLJ20674,1.309,-0.064,1.309
FLJ20694,0.667,-0.015,0.667
FLJ20699,-0.296,-0.3485,0.3485
FLJ20701,-0.024500000000000008,-0.43000000000000005,0.43000000000000005
FLJ20716,-0.434,-1.1529999999999998,1.1529999999999998
FLJ20718,0.101,1.0055,1.0055
FLJ20719,0.9510000000000001,2.107,2.107
FLJ20729,0.066,-0.361,0.361
FLJ20753,-0.27099999999999996,-0.273,0.273
FLJ20758,0.3165,0.841,0.841
FLJ20772,-0.025999999999999995,0.4445,0.4445
FLJ20793,0.1975,-0.8205,0.8205
FLJ20811,0.7475,-0.123,0.7475
FLJ20847,0.024500000000000022,0.23450000000000001,0.23450000000000001
FLJ20850,-0.26099999999999995,-1.25,1.25
FLJ20859,1.401,3.044,3.044
FLJ20896,0,-1.521,1.521
FLJ20898,2.678,0.7,2.678
FLJ20920,0.452,0.048,0.452
FLJ20972,-0.922,-0.471,0.922
FLJ20989,0.204,-0.578,0.578
FLJ21062,-0.425,-0.24,0.425
FLJ21069,-0.045,2.344,2.344
FLJ21075,1.1629999999999998,0.834,1.1629999999999998
FLJ21103,-0.999,0.581,0.999
FLJ21106,0.416,0.319,0.416
FLJ21127,-1.92,-1.142,1.92
FLJ21128,0.503,-0.539,0.539
FLJ21144,0.066,0.33,0.33
FLJ21148,-0.493,0.308,0.493
FLJ21156,0.807,-2.005,2.005
FLJ21159,-0.261,-0.43,0.43
FLJ21168,0.343,0.676,0.676
FLJ21174,-0.798,-0.459,0.798
FLJ21195,1.03,-0.277,1.03
FLJ21308,0.071,-0.646,0.646
FLJ21347,-0.17400000000000002,0.472,0.472
FLJ21369,-2.438,-0.672,2.438
FLJ21415,0.014,-2.37,2.37
FLJ21438,-0.6305,0.1185,0.6305
FLJ21439,0.617,-1.713,1.713
FLJ21477,-0.2705,-1.2335,1.2335
FLJ21511,-0.337,0.431,0.431
FLJ21616,-0.541,-1.236,1.236
FLJ21628,-0.25,-0.174,0.25
FLJ21657,-0.161,0.602,0.602
FLJ21687,1.227,0.235,1.227
FLJ21736,-0.329,-0.753,0.753
FLJ21742,0.245,-1.246,1.246
FLJ21749,1.486,0.852,1.486
FLJ21816,1.7325,0.9894999999999999,1.7325
FLJ21820,-0.1475,-0.16600000000000004,0.16600000000000004
FLJ21827,-0.409,0.145,0.409
FLJ21839,0.082,-0.087,0.087
FLJ21901,0.006,-0.314,0.314
FLJ21908,0.986,1.2345,1.2345
FLJ21918,-0.35,-0.707,0.707
FLJ21919,0.124,-0.478,0.478
FLJ21934,-0.049999999999999996,-0.3405,0.3405
FLJ21945,-0.137,-0.24,0.24
FLJ21963,-0.568,0.475,0.568
FLJ21986,-1.074,-0.067,1.074
FLJ22028,-1.046,-1.09,1.09
FLJ22054,-1.472,-1.527,1.527
FLJ22056,0.578,-0.511,0.578
FLJ22104,0.234,-0.797,0.797
FLJ22169,0.404,0.183,0.404
FLJ22170,-1.015,-1.736,1.736
FLJ22173,0.123,0.867,0.867
FLJ22175,-0.237,-1.751,1.751
FLJ22222,0.964,1.803,1.803
FLJ22269,-0.263,-1.01,1.01
FLJ22301,1.222,1.3624999999999998,1.3624999999999998
FLJ22313,-0.185,0.332,0.332
FLJ22318,1.839,3.014,3.014
FLJ22329,-1.053,0.492,1.053
FLJ22344,0.267,0,0.267
FLJ22349,-0.795,-0.281,0.795
FLJ22353,0.312,0.475,0.475
FLJ22374,-1.043,-0.244,1.043
FLJ22386,0.38250000000000006,-0.541,0.541
FLJ22390,0.304,0.292,0.304
FLJ22405,0,0.83,0.83
FLJ22419,-0.58,-0.232,0.58
FLJ22457,0.476,1.834,1.834
FLJ22471,0.027,-0.8200000000000001,0.8200000000000001
FLJ22490,0.868,0.635,0.868
FLJ22494,0.893,-0.4635,0.893
FLJ22527,0.02,-0.496,0.496
FLJ22531,0.583,0.258,0.583
FLJ22555,0.901,0.953,0.953
FLJ22557,0.977,-1.455,1.455
FLJ22570,0.219,-0.497,0.497
FLJ22573,-0.407,-0.734,0.734
FLJ22578,1.104,0.808,1.104
FLJ22582,0.493,1.408,1.408
FLJ22595,-0.5145,2.778,2.778
FLJ22609,0.023,0.563,0.563
FLJ22624,-0.731,1.07,1.07
FLJ22639,-1.738,-1.341,1.738
FLJ22649,0.6034999999999999,0.037000000000000005,0.6034999999999999
FLJ22655,0.445,-0.373,0.445
FLJ22659,0.58,-0.291,0.58
FLJ22662,0.674,0.811,0.811
FLJ22671,-0.913,-0.729,0.913
FLJ22679,-1.032,0.393,1.032
FLJ22684,-0.257,-0.17,0.257
FLJ22688,-0.236,-0.889,0.889
FLJ22709,0.22,0.352,0.352
FLJ22729,-0.352,-0.314,0.352
FLJ22746,-0.338,-0.026,0.338
FLJ22761,0,-1.449,1.449
FLJ22789,0.399,0.208,0.399
FLJ22794,1.59,1.574,1.59
FLJ22795,0.454,0.945,0.945
FLJ22800,-0.531,-0.661,0.661
FLJ22833,-0.7,2.402,2.402
FLJ22843,0.362,-0.191,0.362
FLJ22875,-0.47,-0.469,0.47
FLJ22938,-0.53,1.111,1.111
FLJ22955,0.205,0.306,0.306
FLJ22965,0.553,-0.576,0.576
FLJ23018,-1.237,-0.185,1.237
FLJ23033,-0.366,-1.331,1.331
FLJ23047,-0.516,-1.192,1.192
FLJ23049,-0.216,1.27,1.27
FLJ23091,0.344,1.196,1.196
FLJ23129,1.389,1.65,1.65
FLJ23186,1.285,0.751,1.285
FLJ23191,-0.866,-0.282,0.866
FLJ23221,-0.98,-1.394,1.394
FLJ23231,-0.938,-1.049,1.049
FLJ23233,-1.21,-0.512,1.21
FLJ23235,-0.626,0.057,0.626
FLJ23259,-0.087,0.433,0.433
FLJ23263,0.175,0.981,0.981
FLJ23311,-0.006,0.734,0.734
FLJ23322,-0.755,-1.292,1.292
FLJ23323,0.806,1.818,1.818
FLJ23342,1.312,-0.243,1.312
FLJ23375,0.474,-0.587,0.587
FLJ23420,-0.185,-1.124,1.124
FLJ23436,-0.898,-0.52,0.898
FLJ23441,-0.10600000000000001,1.6155,1.6155
FLJ23447,0.5455,2.059,2.059
FLJ23451,-0.383,-0.46649999999999997,0.46649999999999997
FLJ23467,-0.293,-1.28,1.28
FLJ23469,1.809,0.731,1.809
FLJ23471,0.539,0.11499999999999999,0.539
FLJ23476,1.549,1.8279999999999998,1.8279999999999998
FLJ23506,-0.686,0.197,0.686
FLJ23514,-0.116,0.149,0.149
FLJ23518,0.945,2.051,2.051
FLJ23529,-0.324,0.363,0.363
FLJ23548,-1.231,-3.354,3.354
FLJ23550,-0.593,0.011,0.593
FLJ23554,0.46,1.57,1.57
FLJ23560,-1.06,-0.896,1.06
FLJ23577,0.981,0.878,0.981
FLJ23584,-0.118,0.101,0.118
FLJ23588,0.002,0.707,0.707
FLJ23598,-0.841,0.712,0.841
FLJ23614,-0.689,0.298,0.689
FLJ23657,-1.126,-0.116,1.126
FLJ23703,0,0.407,0.407
FLJ23749,-0.656,-0.092,0.656
FLJ23751,0.565,1.977,1.977
FLJ23754,0.83,0.407,0.83
FLJ23790,-1.509,0.275,1.509
FLJ23825,-0.561,0.611,0.611
FLJ23834,-0.965,0.407,0.965
FLJ23861,-1.587,-2.835,2.835
FLJ23865,0.454,-0.518,0.518
FLJ23867,0.913,0.292,0.913
FLJ23878,-0.515,0.523,0.523
FLJ25005,0.389,-0.563,0.563
FLJ25037,1.496,-0.986,1.496
FLJ25056,0.017,0,0.017
FLJ25059,-0.334,-0.336,0.336
FLJ25067,-0.32,-0.954,0.954
FLJ25070,0.46699999999999997,-0.5835,0.5835
FLJ25078,-0.723,-0.771,0.771
FLJ25084,0.53,0.971,0.971
FLJ25102,0.172,-0.214,0.214
FLJ25124,0.012499999999999997,-1.3675,1.3675
FLJ25143,-0.302,-0.988,0.988
FLJ25168,0.748,0.8055000000000001,0.8055000000000001
FLJ25169,-0.632,1.073,1.073
FLJ25179,-0.123,-0.441,0.441
FLJ25200,1.7195,1.509,1.7195
FLJ25222,-0.462,-0.687,0.687
FLJ25224,1.369,0.166,1.369
FLJ25286,-0.653,0.44,0.653
FLJ25323,-0.291,-0.252,0.291
FLJ25328,-0.45400000000000007,0.409,0.45400000000000007
FLJ25333,-0.34,0.895,0.895
FLJ25339,0.614,-0.078,0.614
FLJ25348,0,-0.048,0.048
FLJ25351,-1.19,0.596,1.19
FLJ25369,-0.82,-0.362,0.82
FLJ25371,0.079,-0.493,0.493
FLJ25378,0.567,0.277,0.567
FLJ25393,1.276,-0.148,1.276
FLJ25404,-0.671,1.031,1.031
FLJ25409,1.124,0.951,1.124
FLJ25410,0.534,0.025,0.534
FLJ25414,0.329,-0.991,0.991
FLJ25415,-0.232,-0.466,0.466
FLJ25416,0.03,-0.342,0.342
FLJ25421,-0.341,-1.119,1.119
FLJ25422,0,-0.986,0.986
FLJ25439,0,1.26,1.26
FLJ25444,-0.27,0.318,0.318
FLJ25449,1.21,-0.99,1.21
FLJ25467,0.28,-1.075,1.075
FLJ25471,0.846,0.489,0.846
FLJ25476,0.012,-0.656,0.656
FLJ25477,1.0515,1.2565,1.2565
FLJ25530,0.128,0.592,0.592
FLJ25555,-0.429,-1.273,1.273
FLJ25590,-0.143,0.637,0.637
FLJ25660,-0.356,0.378,0.378
FLJ25680,0.359,0.102,0.359
FLJ25692,-1.196,0,1.196
FLJ25694,0.461,-0.585,0.585
FLJ25715,-0.695,-0.158,0.695
FLJ25735,0.815,0.245,0.815
FLJ25756,-0.1,-0.153,0.153
FLJ25770,0.664,1.022,1.022
FLJ25773,0.104,-0.564,0.564
FLJ25778,1.137,1.644,1.644
FLJ25791,-0.777,0.74,0.777
FLJ25801,-0.56,-1.0550000000000002,1.0550000000000002
FLJ25811,0.565,-0.156,0.565
FLJ25818,-0.843,-0.419,0.843
FLJ25955,0.323,-0.258,0.323
FLJ25976,0.207,-1.369,1.369
FLJ25989,-0.16000000000000003,0.5105000000000001,0.5105000000000001
FLJ26056,2.05,1.118,2.05
FLJ26184,0.363,0.606,0.606
FLJ26443,-0.14,0.408,0.408
FLJ27243,0.32,-0.182,0.32
FLJ27255,0.047,0.352,0.352
FLJ27365,3.579,1.299,3.579
FLJ27505,-0.882,-0.261,0.882
FLJ30002,0.4315,-0.7525,0.7525
FLJ30046,0.714,-1.331,1.331
FLJ30058,0.7749999999999999,0.71,0.7749999999999999
FLJ30092,-0.164,-0.791,0.791
FLJ30213,0.746,0.742,0.746
FLJ30277,1.025,-0.657,1.025
FLJ30294,0.606,-0.819,0.819
FLJ30296,-0.103,0.613,0.613
FLJ30313,-0.751,-0.162,0.751
FLJ30435,-0.457,-0.498,0.498
FLJ30469,-0.157,-0.204,0.204
FLJ30473,2.349,1.732,2.349
FLJ30525,0.685,0.756,0.756
FLJ30594,-0.731,-1.364,1.364
FLJ30596,-0.441,0.101,0.441
FLJ30634,0.493,0.983,0.983
FLJ30655,-0.481,-0.054,0.481
FLJ30656,0.566,0.656,0.656
FLJ30668,-0.432,0.428,0.432
FLJ30672,1.484,0.197,1.484
FLJ30678,-0.121,-0.40800000000000003,0.40800000000000003
FLJ30681,0.888,0.6960000000000001,0.888
FLJ30707,-0.401,-0.142,0.401
FLJ30726,0.252,0.295,0.295
FLJ30834,0.066,-0.482,0.482
FLJ30851,0.47950000000000004,-1.5110000000000001,1.5110000000000001
FLJ30934,1.84,1.041,1.84
FLJ30990,0.408,0.087,0.408
FLJ31031,1.155,0.877,1.155
FLJ31033,0.282,-0.033,0.282
FLJ31052,-1.124,-0.609,1.124
FLJ31121,0.724,1.21,1.21
FLJ31132,-0.277,-0.434,0.434
FLJ31139,0.385,0.127,0.385
FLJ31153,0.888,-1.16,1.16
FLJ31164,-0.01150000000000001,-0.073,0.073
FLJ31166,0.541,0.09,0.541
FLJ31196,0.784,1.904,1.904
FLJ31204,0.379,0.454,0.454
FLJ31222,1.5325,1.1724999999999999,1.5325
FLJ31265,1.091,1.716,1.716
FLJ31295,-0.157,-0.024,0.157
FLJ31300,-0.306,-0.916,0.916
FLJ31322,0.08649999999999997,-0.6579999999999999,0.6579999999999999
FLJ31340,-1.207,-0.088,1.207
FLJ31393,0.942,-0.226,0.942
FLJ31413,-1.259,-0.268,1.259
FLJ31434,0.741,0.305,0.741
FLJ31438,0.737,1.456,1.456
FLJ31461,0.013,1.007,1.007
FLJ31528,-0.238,-0.138,0.238
FLJ31547,-0.3495,0.1995,0.3495
FLJ31568,1.112,-0.592,1.112
FLJ31579,1.168,0.791,1.168
FLJ31606,0.434,0.774,0.774
FLJ31659,-1.028,-0.372,1.028
FLJ31795,-0.376,-0.842,0.842
FLJ31810,-1.489,1.624,1.624
FLJ31818,0.752,1.073,1.073
FLJ31821,-0.345,-0.514,0.514
FLJ31842,0.119,0.966,0.966
FLJ31846,1.233,2.142,2.142
FLJ31875,0.692,1.257,1.257
FLJ31882,-0.596,-0.095,0.596
FLJ31951,0.896,-0.069,0.896
FLJ31952,-0.092,-0.027,0.092
FLJ31958,0.168,-0.153,0.168
FLJ31978,-0.08100000000000002,-0.019500000000000003,0.08100000000000002
FLJ32000,2.207,0.969,2.207
FLJ32001,-0.592,-0.454,0.592
FLJ32009,-0.876,-0.917,0.917
FLJ32011,-0.505,0.6255000000000001,0.6255000000000001
FLJ32028,-0.135,-0.013,0.135
FLJ32063,-0.628,-0.815,0.815
FLJ32065,1.9834999999999998,1.197,1.9834999999999998
FLJ32096,-0.262,0.396,0.396
FLJ32110,-0.445,0.238,0.445
FLJ32112,-0.657,0.841,0.841
FLJ32115,-0.777,0.553,0.777
FLJ32130,-0.992,0.026,0.992
FLJ32154,0.627,-1.702,1.702
FLJ32191,-0.588,-1.402,1.402
FLJ32206,-0.902,-0.337,0.902
FLJ32214,-0.372,-0.528,0.528
FLJ32252,-0.067,-0.032,0.067
FLJ32310,-0.5375,-0.889,0.889
FLJ32312,-0.972,-0.491,0.972
FLJ32332,-0.025,2.304,2.304
FLJ32356,1.12,0.474,1.12
FLJ32363,-0.815,-0.677,0.815
FLJ32370,0.526,-0.583,0.583
FLJ32384,-0.449,-0.107,0.449
FLJ32416,-0.532,0.015,0.532
FLJ32421,0.211,0.508,0.508
FLJ32440,0.494,0,0.494
FLJ32447,-1.203,-0.158,1.203
FLJ32452,0.171,-0.587,0.587
FLJ32499,0.141,0.197,0.197
FLJ32549,-0.927,0.077,0.927
FLJ32569,-0.182,-1.036,1.036
FLJ32642,0.752,0.074,0.752
FLJ32658,-0.505,-0.331,0.505
FLJ32675,-2.1355,-1.299,2.1355
FLJ32682,-0.282,0.739,0.739
FLJ32702,0.547,-0.352,0.547
FLJ32731,-0.291,-1.217,1.217
FLJ32734,0.387,-0.41,0.41
FLJ32742,0.416,0.229,0.416
FLJ32743,-0.246,-0.511,0.511
FLJ32745,-0.758,-0.48,0.758
FLJ32752,-0.395,0.162,0.395
FLJ32770,0.022,0.835,0.835
FLJ32771,0.756,-0.22,0.756
FLJ32783,-1.083,-0.191,1.083
FLJ32784,-0.07,0.557,0.557
FLJ32786,-0.84,-0.551,0.84
FLJ32796,1.212,0.849,1.212
FLJ32800,-0.91,0.087,0.91
FLJ32810,0.01,-0.256,0.256
FLJ32825,0.089,0.508,0.508
FLJ32830,0.353,-0.305,0.353
FLJ32831,0.341,0.656,0.656
FLJ32833,1.041,1.326,1.326
FLJ32844,0.619,-2.191,2.191
FLJ32855,-0.471,0.431,0.471
FLJ32859,-0.95,0.114,0.95
FLJ32867,0.758,0.513,0.758
FLJ32871,0.009,0.104,0.104
FLJ32880,-0.197,-0.687,0.687
FLJ32884,1.23,0.026,1.23
FLJ32894,0.213,-0.982,0.982
FLJ32915,0.10049999999999981,0.498,0.498
FLJ32921,0.403,-0.018,0.403
FLJ32926,0.194,-0.563,0.563
FLJ32934,-0.012,-0.024,0.024
FLJ32940,-1.081,-0.51,1.081
FLJ32942,-0.452,0.977,0.977
FLJ32949,-0.434,-0.332,0.434
FLJ32954,-0.733,0.429,0.733
FLJ32955,0.338,0,0.338
FLJ32965,0.632,0.986,0.986
FLJ32978,-0.088,0.168,0.168
FLJ33008,-0.451,-1.836,1.836
FLJ33069,-0.185,-1.03,1.03
FLJ33084,-1.321,0.204,1.321
FLJ33167,1.527,0.221,1.527
FLJ33207,-0.521,0.674,0.674
FLJ33215,-0.553,-0.927,0.927
FLJ33318,0.426,-0.128,0.426
FLJ33387,0.284,0.4285,0.4285
FLJ33516,0.205,1.004,1.004
FLJ33534,-0.247,-0.461,0.461
FLJ33590,-1.48,-0.721,1.48
FLJ33610,-0.681,1.332,1.332
FLJ33620,0.8605,0.9225000000000001,0.9225000000000001
FLJ33641,0.671,0.66,0.671
FLJ33651,1.346,0.908,1.346
FLJ33674,1.998,2.243,2.243
FLJ33706,-0.746,-1.15,1.15
FLJ33708,0.178,-0.181,0.181
FLJ33718,0.048,0.615,0.615
FLJ33768,1.194,1.55,1.55
FLJ33790,-0.079,0,0.079
FLJ33810,-0.582,0.077,0.582
FLJ33814,0.759,0.4305,0.759
FLJ33817,-1.043,-0.409,1.043
FLJ33860,-0.048,-0.28,0.28
FLJ33915,3.276,2.628,3.276
FLJ33977,0,-0.128,0.128
FLJ33979,-0.281,-1.038,1.038
FLJ34047,0.359,0.013499999999999984,0.359
FLJ34048,0.596,-0.583,0.596
FLJ34064,-1.066,1.572,1.572
FLJ34154,-0.348,0,0.348
FLJ34236,-0.348,-0.182,0.348
FLJ34278,2.207,1.227,2.207
FLJ34283,1.286,0.706,1.286
FLJ34443,-0.544,-1.622,1.622
FLJ34503,0.703,0.471,0.703
FLJ34512,1.946,-0.842,1.946
FLJ34588,-0.246,-0.09,0.246
FLJ34633,0.104,-0.464,0.464
FLJ34658,-0.824,0.346,0.824
FLJ34690,2.279,-0.006500000000000006,2.279
FLJ34790,-0.48,-0.69,0.69
FLJ34870,-0.527,-0.946,0.946
FLJ34907,-0.86,0.418,0.86
FLJ34922,-0.694,-0.428,0.694
FLJ34960,-0.587,-0.6925,0.6925
FLJ34969,-0.903,0.065,0.903
FLJ35036,-0.172,-0.101,0.172
FLJ35093,1.1949999999999998,1.4045,1.4045
FLJ35119,0.474,-1.832,1.832
FLJ35155,1.101,-0.162,1.101
FLJ35171,-0.959,0.462,0.959
FLJ35220,-0.796,-0.331,0.796
FLJ35258,1.332,0.4745,1.332
FLJ35382,0.303,-0.075,0.303
FLJ35424,-0.738,-0.219,0.738
FLJ35429,-0.414,0.59,0.59
FLJ35487,1.081,1.727,1.727
FLJ35530,0.731,-0.485,0.731
FLJ35630,0.492,-0.268,0.492
FLJ35681,1.698,1.801,1.801
FLJ35695,0.379,1.02,1.02
FLJ35696,0,-0.662,0.662
FLJ35700,-1.334,-1.841,1.841
FLJ35709,0.282,0.178,0.282
FLJ35721,0.236,-0.891,0.891
FLJ35725,1.897,1.038,1.897
FLJ35728,-1.013,0.335,1.013
FLJ35740,-0.674,0.734,0.734
FLJ35757,1.2755,-0.4665,1.2755
FLJ35767,1.612,2.08,2.08
FLJ35773,0,-0.276,0.276
FLJ35775,0.019,0.357,0.357
FLJ35779,-0.128,-0.733,0.733
FLJ35782,-1.211,0.263,1.211
FLJ35784,1.8415000000000001,2.6014999999999997,2.6014999999999997
FLJ35785,-0.252,-0.406,0.406
FLJ35794,0.352,-0.398,0.398
FLJ35801,2.038,1.019,2.038
FLJ35802,0.48,0.531,0.531
FLJ35808,0.05,-0.502,0.502
FLJ35816,-0.773,-1.24,1.24
FLJ35821,0.429,0.221,0.429
FLJ35827,1.3765,0.33149999999999996,1.3765
FLJ35834,0.049,-1.54,1.54
FLJ35838,-0.025999999999999995,0.623,0.623
FLJ35843,0.373,0.772,0.772
FLJ35848,-0.468,-1.112,1.112
FLJ35867,-0.308,0.835,0.835
FLJ35880,-1.36,-0.73,1.36
FLJ35894,0.561,0.52,0.561
FLJ35934,-0.328,0.97,0.97
FLJ35961,-0.763,-1.319,1.319
FLJ35976,-0.706,-0.025,0.706
FLJ36004,1.381,1.366,1.381
FLJ36031,-1.436,-0.633,1.436
FLJ36032,1.323,0.178,1.323
FLJ36046,-0.5559999999999999,1.112,1.112
FLJ36070,0.258,1.154,1.154
FLJ36090,-0.581,0.44,0.581
FLJ36102,0.512,0.944,0.944
FLJ36112,-0.496,0.066,0.496
FLJ36116,-0.094,-0.565,0.565
FLJ36119,0.497,0.035,0.497
FLJ36131,0.213,0.615,0.615
FLJ36144,0.394,0.665,0.665
FLJ36155,-0.616,-0.045,0.616
FLJ36157,-1.046,-0.418,1.046
FLJ36166,-2.825,-0.955,2.825
FLJ36175,-0.504,-1.18,1.18
FLJ36180,0.722,1.401,1.401
FLJ36198,-0.603,-0.326,0.603
FLJ36208,-0.593,1.015,1.015
FLJ36268,0,-0.22,0.22
FLJ36335,-0.951,0,0.951
FLJ36445,-0.159,-0.097,0.159
FLJ36492,-0.306,0.134,0.306
FLJ36525,0,0.239,0.239
FLJ36561,1.182,1.131,1.182
FLJ36576,-0.841,-1.868,1.868
FLJ36601,1.22,4.089,4.089
FLJ36674,1.555,1.167,1.555
FLJ36701,-0.811,-0.545,0.811
FLJ36748,0.201,-0.233,0.233
FLJ36749,0.104,0,0.104
FLJ36754,-0.447,0.394,0.447
FLJ36760,1.414,0.484,1.414
FLJ36766,0.123,0.859,0.859
FLJ36779,-0.244,0.429,0.429
FLJ36812,0.232,-0.374,0.374
FLJ36870,0.29,0,0.29
FLJ36874,-0.374,-0.141,0.374
FLJ36878,-0.516,-1.22,1.22
FLJ36888,0.536,0.818,0.818
FLJ36980,0.132,-0.451,0.451
FLJ37034,-0.491,0.428,0.491
FLJ37035,-1.201,0.039,1.201
FLJ37045,0.466,0.296,0.466
FLJ37078,-0.686,0.575,0.686
FLJ37099,-0.518,-0.822,0.822
FLJ37118,0.664,0.334,0.664
FLJ37131,2.441,2.29,2.441
FLJ37183,1.425,0.084,1.425
FLJ37266,0.183,-0.563,0.563
FLJ37300,0.322,0.703,0.703
FLJ37357,0.479,1.244,1.244
FLJ37396,0.286,0.335,0.335
FLJ37440,-0.879,0.018,0.879
FLJ37451,-0.263,0.486,0.486
FLJ37464,-0.442,-1.145,1.145
FLJ37478,2.649,4.099,4.099
FLJ37538,0.662,-0.461,0.662
FLJ37543,3.9245,4.6715,4.6715
FLJ37549,-0.352,0.418,0.418
FLJ37562,0.448,0.942,0.942
FLJ37587,-1.106,0.472,1.106
FLJ37659,-0.789,0.197,0.789
FLJ37673,0,0.335,0.335
FLJ37794,1.553,1.174,1.553
FLJ37874,-1.121,-0.137,1.121
FLJ37927,0.185,0.656,0.656
FLJ37940,1.0605,0.4255,1.0605
FLJ37953,1.106,0.731,1.106
FLJ37964,1.506,1.217,1.506
FLJ37970,0.783,-0.279,0.783
FLJ38101,0.265,-0.212,0.265
FLJ38144,-0.938,-2.677,2.677
FLJ38159,1.071,0.644,1.071
FLJ38190,-0.623,-0.489,0.623
FLJ38281,0.205,0.704,0.704
FLJ38288,-1.197,-0.377,1.197
FLJ38335,-0.478,-1.529,1.529
FLJ38348,1.2425,-0.5535,1.2425
FLJ38359,-0.771,-0.311,0.771
FLJ38374,-0.81,-0.699,0.81
FLJ38377,-1.324,0.527,1.324
FLJ38379,1.03,2.064,2.064
FLJ38426,0.706,-0.146,0.706
FLJ38451,1.943,1.486,1.943
FLJ38482,-1.182,-0.573,1.182
FLJ38507,-1.741,-1.049,1.741
FLJ38508,1.115,0.49,1.115
FLJ38607,-0.251,-0.18,0.251
FLJ38608,1.1575,-0.5085,1.1575
FLJ38615,-0.087,0.729,0.729
FLJ38628,-0.462,0.296,0.462
FLJ38663,-0.985,-0.573,0.985
FLJ38705,-0.258,0.063,0.258
FLJ38716,-0.676,-0.888,0.888
FLJ38723,-0.049,-0.177,0.177
FLJ38725,0.824,-0.342,0.824
FLJ38736,0.985,0.376,0.985
FLJ38753,0.52,-0.072,0.52
FLJ38792,0.1,-0.855,0.855
FLJ38819,-0.248,-0.645,0.645
FLJ38822,-0.365,-0.873,0.873
FLJ38944,0.189,-0.098,0.189
FLJ38964,0.995,3.995,3.995
FLJ38968,1.656,0.75,1.656
FLJ38973,-0.081,-0.627,0.627
